"Genus"	"Phylum"	"Family"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"rab.all"	"rab.win.SD_treated"	"rab.win.water_treated"	"diff.btw"	"diff.win"	"effect"	"overlap"
"Fusobacterium"	"Fusobacteria"	"Fusobacteriaceae"	0.466308223165347	0.842820086354537	0.525556041181041	0.884473604251991	-3.98266802655704	-3.55413774319135	-4.39764634961634	-1.18718997093466	4.7524945330992	-0.222493539576131	0.407572422630826
"Gemmata"	"Planctomycetes"	"Gemmataceae"	0.391184098035128	0.812725838688913	0.444825660450661	0.871081294444945	0.993010933018075	-1.42364377086987	1.66628505011924	2.18292226152243	6.25634180491832	0.335475991059843	0.363839346777152
"Gemmatimonas"	"Gemmatimonadetes"	"Gemmatimonadaceae"	0.0449844000731957	0.677363532113871	0.143004564879565	0.791232356553285	2.58193045840908	-1.75385749042316	3.2205203763352	5.15921762342258	5.42791439278195	0.816361937131206	0.271715041263011
"Geothrix"	"Acidobacteria"	"Holophagaceae"	0.550258365417243	0.870894977700988	0.564198475135975	0.897306101052746	-3.96605613926088	-3.98764269638377	-3.95598460206662	0.197715233958724	4.90284486162067	0.0401161471362146	0.478841879585604
"Gordonia"	"Actinobacteria"	"Gordoniaceae"	0.815670654853902	0.954212518434752	0.63177568958819	0.921158691868551	5.20157270064635	4.71116312917012	5.85627794981086	0.626857087094076	7.98576403306179	0.0823110317248813	0.417410749538995
"Granulicatella"	"Firmicutes"	"Carnobacteriaceae"	0.471188340685175	0.835415412949131	0.496630973193473	0.866331418986524	-4.01331476206268	-3.65838663347782	-4.35244162363212	-0.943562029807862	4.53644992078449	-0.170872138812825	0.421875033249599
"Haemophilus"	"Proteobacteria"	"Pasteurellaceae"	0.237406168707019	0.736138570568493	0.331921377233877	0.812756421281383	-3.51904394292632	-2.47608670307765	-4.38700295458562	-3.23633302027655	5.78754612953595	-0.475192066169983	0.302895419405198
"Halomonas"	"Proteobacteria"	"Halomonadaceae"	0.539252062603537	0.868914781143212	0.585131361693862	0.904167475474636	-3.57228709623793	-3.48502253163588	-3.63906132138453	-0.360357077750485	5.14480833710104	-0.0540398315501912	0.463251685651298
"Hydrogenophaga"	"Proteobacteria"	"Comamonadaceae"	0.268363563811377	0.779619916142086	0.31322601010101	0.839122115456838	8.01936060848353	6.900314721648	8.33621242222096	1.07024780084221	3.05635830704724	0.374211770143335	0.334821505556038
"Hydrogenophilus"	"Proteobacteria"	"Rhodocyclaceae"	0.542064069840898	0.873426022869068	0.597881458818959	0.908018414494146	-3.90405466473096	-3.94065747624517	-3.826477590675	0.28803694317221	4.61491614570396	0.0445612790920393	0.475446438790824
"Hyphomicrobium"	"Proteobacteria"	"Hyphomicrobiaceae"	0.349778302297617	0.806876186053037	0.263434829059829	0.823845543232798	4.24335668150244	3.96612843698877	4.65690234676313	2.49179312976958	5.26449818260197	0.344779880378216	0.319196514934641
"Hyphomicrobium"	"Proteobacteria"	"Hyphomicrobiaceae"	0.349778302297617	0.806876186053037	0.263434829059829	0.823845543232798	4.24335668150244	3.96612843698877	4.65690234676313	2.49179312976958	5.26449818260197	0.344779880378216	0.319196514934641
"Inquilinus"	"Proteobacteria"	"Rhodospirillaceae"	0.450894230609461	0.831953524714967	0.46791351010101	0.852257770005976	-3.96845498557892	-3.37695674942171	-4.58260406957196	-1.2648721157786	4.799963907319	-0.262362351107063	0.389755059035045
"Janthinobacterium"	"Proteobacteria"	"Oxalobacteraceae"	0.919933944269607	0.978397148636051	0.927828768453768	0.981930984932844	10.3356993546086	10.4744985953235	9.61723175678682	-0.0760749584053695	4.23122143351006	-0.0200346650874606	0.488839290350574
"Kaistia"	"Proteobacteria"	"Rhizobiaceae"	0.480534311750326	0.851764598508978	0.504411907536908	0.888026093441056	0.965032367841346	-1.60379458638481	1.76150098578871	1.85441905680584	6.62336702301391	0.282119711052377	0.385300718196782
"Kocuria"	"Actinobacteria"	"Micrococcaceae"	0.49524684076742	0.846471593734245	0.532454351204351	0.886095239651511	-4.10105459081087	-3.88519986628306	-4.32001254647896	-0.701472124857593	5.36143706128354	-0.118104586724603	0.436525639139513
"Kocuria"	"Actinobacteria"	"Micrococcaceae"	0.49524684076742	0.846471593734245	0.532454351204351	0.886095239651511	-4.10105459081087	-3.88519986628306	-4.32001254647896	-0.701472124857593	5.36143706128354	-0.118104586724603	0.436525639139513
"Lactobacillus"	"Firmicutes"	"Lactobacillaceae"	0.419548413976042	0.812190928510789	0.454042832167832	0.850382152406866	-3.8478465000698	-3.1702510064706	-4.46286008205128	-1.52126241948144	5.03691446882882	-0.28721321619939	0.36971052548539
"Leadbetterella"	"Bacteroidetes"	"Cytophagaceae"	0.657963779512352	0.899915353406988	0.688510101010101	0.926147662575552	-2.61762840821545	-2.38482060631153	-2.75553801342391	0.0394605165834188	5.14908823455437	0.00741804192676971	0.498886414714208
"Legionella"	"Proteobacteria"	"Legionellaceae"	0.397534866816873	0.801346814101354	0.42598581973582	0.847770173493832	-3.86324133932517	-3.24091174982152	-4.47701555553443	-1.38926119495217	4.82702301638204	-0.254418249697978	0.363029014440891
"Legionella"	"Proteobacteria"	"Legionellaceae"	0.397534866816873	0.801346814101354	0.42598581973582	0.847770173493832	-3.86324133932517	-3.24091174982152	-4.47701555553443	-1.38926119495217	4.82702301638204	-0.254418249697978	0.363029014440891
"Limnohabitans"	"Proteobacteria"	"Comamonadaceae"	0.457200516364917	0.854840906542117	0.384205031080031	0.868353858788713	10.2662453293927	10.6209061901662	9.9913771541357	-0.541342339186466	2.05065140757403	-0.271346263043085	0.345211652056547
"Luteibacter"	"Proteobacteria"	"Xanthomonadaceae"	0.37814350549088	0.813980067710711	0.382036713286713	0.857063727081339	0.713154645190924	1.79049501365369	-2.01473013175881	-2.46068524771797	7.01963205423748	-0.343364348204877	0.361607205085803
"Luteolibacter"	"Verrucomicrobia"	"Verrucomicrobiaceae"	0.614578536549767	0.895497360020514	0.701053807303807	0.930350295246663	-2.74019409511771	-2.7979815240375	-2.70969960066754	0.300506553474018	4.99455340686063	0.0490543176880496	0.483296220720805
"Lysinibacillus"	"Firmicutes"	"Planococcaceae"	0.461911723807552	0.833317855365534	0.514251893939394	0.872295407253229	-4.13906176121534	-3.75791722233299	-4.53055130146585	-0.947629881308329	5.54574653069993	-0.150389954984806	0.417410749538995
"Mesorhizobium"	"Proteobacteria"	"Phyllobacteriaceae"	0.433025726647713	0.849474192606444	0.548744658119658	0.904852741883554	10.9921586180319	11.7074446252794	10.7152764625358	-0.742299652532917	2.11955045920552	-0.290332398466723	0.408482182172915
"Methylibium"	"Proteobacteria"	"Comamonadaceae"	0.0819706953324769	0.697047914832811	0.106755050505051	0.757547639640072	6.53808220202042	5.23042420949863	7.00867891506687	1.7389025670363	3.35775330742903	0.421854430715349	0.245535856870952
"Methylibium"	"Proteobacteria"	"Comamonadaceae"	0.0819706953324769	0.697047914832811	0.106755050505051	0.757547639640072	6.53808220202042	5.23042420949863	7.00867891506687	1.7389025670363	3.35775330742903	0.421854430715349	0.245535856870952
"Methylobacterium"	"Proteobacteria"	"Methylobacteriaceae"	0.319302797212922	0.789602445861924	0.37286081973582	0.844033152566331	-2.67073925526904	-3.6035190265941	-1.46273597527958	2.8203116752325	7.4033995340618	0.385254434954745	0.32589293940774
"Methylobacterium"	"Proteobacteria"	"Methylobacteriaceae"	0.319302797212922	0.789602445861924	0.37286081973582	0.844033152566331	-2.67073925526904	-3.6035190265941	-1.46273597527958	2.8203116752325	7.4033995340618	0.385254434954745	0.32589293940774
"Methylophaga"	"Proteobacteria"	"Piscirickettsiaceae"	0.444360217039914	0.822397465421083	0.483553078865579	0.858988151593037	-4.01258331743223	-3.65518188653195	-4.42994637920676	-1.14959142575185	4.66976341936932	-0.196338630643052	0.404017898519812
"Methylotenera"	"Proteobacteria"	"Methylophilaceae"	0.628713639669835	0.900049972481526	0.569581633644134	0.900679515456356	-3.74961028087985	-3.58361426395473	-3.97831220098469	-0.323880729876639	6.75671263142161	-0.0357105539938422	0.478841879585604
"Methyloversatilis"	"Proteobacteria"	"Rhodocyclaceae"	0.783710843742789	0.943431545221663	0.836772775835276	0.961305682201076	4.24094550979953	2.83503435303389	4.91584823840684	0.152329226858924	8.67570327612934	0.0180797714446871	0.488839290350574
"Modestobacter"	"Actinobacteria"	"Geodermatophilaceae"	0.448905597852532	0.83053647088488	0.496033653846154	0.87312126825046	-3.92708748339737	-3.49019175275852	-4.31312361691313	-1.21087759498782	5.3918806269322	-0.19988877608499	0.386160764136413
"Mycobacterium"	"Actinobacteria"	"Mycobacteriaceae"	0.621005911661535	0.891927343412147	0.698756798756799	0.929381699042453	-2.71606826578478	-2.92538373392912	-2.30953964679353	1.13635682305346	7.35419335250547	0.151137973984085	0.435267884478093
"Mycobacterium"	"Actinobacteria"	"Mycobacteriaceae"	0.621005911661535	0.891927343412147	0.698756798756799	0.929381699042453	-2.71606826578478	-2.92538373392912	-2.30953964679353	1.13635682305346	7.35419335250547	0.151137973984085	0.435267884478093
"Mycoplana"	"Proteobacteria"	"Caulobacteraceae"	0.0430545693933391	0.67645066243647	0.0533799533799534	0.716326002927634	9.36716741071615	8.40660749146508	9.84590716502219	1.28352415032723	1.36200197039085	0.735382432902941	0.180401114240559
"Nevskia"	"Proteobacteria"	"Sinobacteraceae"	0.0582553428337541	0.682596166724495	0.0650883838383838	0.726541641504536	6.37284610709681	4.55278807047039	6.74357012415871	2.60386134515503	3.0462823769178	0.689458172754406	0.191964491848593
"Nitrospira"	"Nitrospirae"	"Nitrospiraceae"	0.395026092196482	0.816955400492345	0.471833721833722	0.866855291563672	-2.3378686422881	-1.76902327249439	-2.93584331200995	-1.7728609537891	5.69370093064261	-0.295151346491703	0.388392905912556
"Novosphingobium"	"Proteobacteria"	"Sphingomonadaceae"	0.654077341095511	0.906640061530849	0.33021318958819	0.841498547765536	4.88939131780134	3.5887362738779	5.63971359149575	1.07965891013732	3.18502172311681	0.226620394581914	0.332589364000179
"Novosphingobium"	"Proteobacteria"	"Sphingomonadaceae"	0.654077341095511	0.906640061530849	0.33021318958819	0.841498547765536	4.88939131780134	3.5887362738779	5.63971359149575	1.07965891013732	3.18502172311681	0.226620394581914	0.332589364000179
"Opitutus"	"Verrucomicrobia"	"Opitutaceae"	0.217555100426508	0.75559169813579	0.336011557886558	0.847324600698952	3.15211099064422	2.85309896721712	3.78019587170278	1.9454609178964	5.56383026394777	0.342747808040885	0.337053647123919
"Paenibacillus"	"Firmicutes"	"Paenibacillaceae"	0.6546359457023	0.901595910630676	0.672823183760684	0.922323552627156	-2.55607621449286	-2.96690180343594	-1.92051400576666	0.885333168257047	5.67638969634268	0.139306779613738	0.453125019635282
"Paenibacillus"	"Firmicutes"	"Paenibacillaceae"	0.6546359457023	0.901595910630676	0.672823183760684	0.922323552627156	-2.55607621449286	-2.96690180343594	-1.92051400576666	0.885333168257047	5.67638969634268	0.139306779613738	0.453125019635282
"Paracoccus"	"Proteobacteria"	"Rhodobacteraceae"	0.556175022030229	0.875596586270134	0.588012334887335	0.903804515239555	-3.56865520304183	-3.4091975328037	-3.81674927177863	-0.450480947868882	5.51735732455938	-0.0771000413464031	0.468750013026021
"Paracoccus"	"Proteobacteria"	"Rhodobacteraceae"	0.556175022030229	0.875596586270134	0.588012334887335	0.903804515239555	-3.56865520304183	-3.4091975328037	-3.81674927177863	-0.450480947868882	5.51735732455938	-0.0771000413464031	0.468750013026021
"Parvibaculum"	"Proteobacteria"	"Hyphomicrobiaceae"	0.385463772392353	0.810101809335991	0.360989704739705	0.835272045400847	-1.63245051466551	-2.57468181285524	-0.638768318432786	1.31696508694417	4.07439856749535	0.289247372738778	0.310267949171972
"Pedobacter"	"Bacteroidetes"	"Sphingobacteriaceae"	0.334025609712294	0.788593611794014	0.407676524864025	0.847348577679578	-2.90151374078102	-1.84492432751936	-3.72326363435453	-2.72216818217287	6.60806597604263	-0.366621830148972	0.354120333171539
"Pedomicrobium"	"Proteobacteria"	"Hyphomicrobiaceae"	0.52919483293589	0.865239026379573	0.639336878399378	0.9162667315797	-1.679609668016	-2.4331829514235	0.398767578916458	1.81446612086543	5.56514644063084	0.268120315632296	0.407572422630826
"Pedosphaera"	"Verrucomicrobia"	"[Pedosphaeraceae]"	0.179284209258252	0.734790579634465	0.291644813519814	0.802174800963059	-3.47143075553262	-2.51030833769634	-4.60067678264818	-2.69909438636908	6.48140741126789	-0.387307514338599	0.287305229837703
"Perlucidibaca"	"Proteobacteria"	"Moraxellaceae"	0.186248735235045	0.747913885319276	0.248907342657343	0.82555602445863	6.14766845658731	5.72470456715628	7.50198754215403	1.5490452403131	4.00431602332252	0.308878831198168	0.322939950052642
"Phaeospirillum"	"Proteobacteria"	"Rhodospirillaceae"	0.518630939157352	0.855826272745658	0.54260270979021	0.895370167688486	-3.25965835301105	-3.44542790893495	-3.02070173226928	0.795826726921382	4.53190317513368	0.153019860185447	0.427616957063853
"Phaeospirillum"	"Proteobacteria"	"Rhodospirillaceae"	0.518630939157352	0.855826272745658	0.54260270979021	0.895370167688486	-3.25965835301105	-3.44542790893495	-3.02070173226928	0.795826726921382	4.53190317513368	0.153019860185447	0.427616957063853
"Phenylobacterium"	"Proteobacteria"	"Caulobacteraceae"	0.838668102181804	0.956887777052074	0.853835227272727	0.965145042662271	7.26982095386793	7.22098078628773	7.29875473005306	0.0552789106329374	1.17690218413763	0.041147321392811	0.482142864566691
"Phormidium"	"Cyanobacteria"	"Phormidiaceae"	0.336901089071917	0.797547672216198	0.382742084304584	0.837941744808543	-2.82900775541081	-1.67114717205292	-3.90610371785957	-2.62624633770052	8.2733509322282	-0.339883855345042	0.320712779921741
"Phycicoccus"	"Actinobacteria"	"Intrasporangiaceae"	0.393387831565813	0.808796207369795	0.417726544289044	0.84848992141816	-3.88116160057529	-3.2287840089907	-4.55003598126717	-1.33330348661787	4.91333885657236	-0.281195571535472	0.372767913627697
"Phyllobacterium"	"Proteobacteria"	"Phyllobacteriaceae"	0.61701129908185	0.896451536391702	0.656413898601399	0.92006940225803	-2.89849597029039	-2.71479814888492	-3.1720026674829	-0.1620313861185	6.65756105683913	-0.0308025576745737	0.479910722640361
"Pirellula"	"Planctomycetes"	"Pirellulaceae"	0.499180449957583	0.852005692168859	0.54786081973582	0.895174319139863	-3.17830217829878	-3.36833940349898	-2.88567913845666	1.02185080353841	5.19607023380822	0.160681584693427	0.418708275049381
"Planctomyces"	"Planctomycetes"	"Planctomycetaceae"	0.496344526033419	0.861726805429069	0.420658508158508	0.868587669343622	2.47692982583908	0.820039853561877	2.86946709923033	1.2801819407073	7.93601977081834	0.219668504374497	0.34298448180375
"Polaromonas"	"Proteobacteria"	"Comamonadaceae"	0.345852826566377	0.800957008152197	0.349136800699301	0.839585268143587	-1.59643315593567	-3.06522372425549	2.29982512673785	3.29846315723911	7.0773992904975	0.396561410885592	0.325167120197112
