X370..._SD_t2A	X370..._SD_t2B	X370..._SD_t7C	X370..._t2A	X370..._W_t2A	X370..._W_t2B	X370..._W_t7C	X370.1A._SD_t2A	X370.1A._SD_t2B	X370.1A._SD_t2C	X370.1A._SD_t7A	X370.1A._SD_t7B	X370.1A._SD_t7C	X370.1A._t2A	X370.1A._t2B	X370.1A._t2C	X370.1A._t7A	X370.1A._W_t2A	X370.1A._W_t2B	X370.1A._W_t2C	X370.1A._W_t7A	X370.1A._W_t7B	X370.1A._W_t7C	X370.3D._SD_t2A	X370.3D._SD_t2B	X370.3D._t2A	X370.3D._t2B	X370.3D._t2C	X370.3D._W_t2A	X370.3D._W_t2C	X370.3D._W_t7A_1	X370.3D._W_t7A_2	X370.3D._W_t7B_1	X370.3D._W_t7B_2	X370.3D._W_t7C_1	X370.3D._W_t7C_2	X370.5A._SD_t2A_1	X370.5A._SD_t2A_2	X370.5A._SD_t2B_1	X370.5A._SD_t2B_2	X370.5A._SD_t2C_1	X370.5A._SD_t2C_2	X370.5A._SD_t2D_1	X370.5A._SD_t2D_2	X370.5A._t2C	X370.5A._t2D	X370.5A._W_t2B	X370.5A._W_t7B	X432..._t2B	X432..._SD_t2A	X432..._SD_t2B	X432..._SD_t2C	X432..._SD_t7C	X432..._SD_t7D	X432..._t2C	X432..._W_t2A	X432..._W_t2B	X432..._W_t7C	X432..._W_t7D	X432.1A._SD_t7A	X432.1A._SD_t7B	X432.1A._SD_t7C	X432.1A._SD_t7D	X432.1A._t2A	X432.1A._t2B	X432.1A._t2D	X432.1A._t7C	X432.1A._t7D	X432.1A._W_t2A	X432.1A._W_t2B	X432.1A._W_t2C	X432.1A._W_t2D	X432.1A._W_t7A	X432.1A._W_t7B	X432.1A._W_t7C	X432.1A._W_t7D	X432.3D._SD_t2A	X432.3D._SD_t2B	X432.3D._SD_t2C	X432.3D._t2A	X432.3D._t2B	X432.3D._W_t2A	X432.3D._W_t2B	X432.3D._W_t2C	X432.5A._SD_t2A	X432.5A._SD_t2B	X432.5A._SD_t2C	X432.5A._SD_t7A	X432.5A._SD_t7B	X432.5A._SD_t7C	X432.5A._W_t7A	X432.5A._W_t7B	X432.5A._W_t7C
370(1A)_SD_t7A	0.215251577246589	0.248670244120398	0.162256785474644	0.276312752629371	0.234626184522764	0.239420954905536	0.220834647431119	0.260163132460532	0.259514460754452	0.255123108020613	0	0.0999907828876815	0.107739076072197	0.293927983838479	0.246701258739927	0.302810339824235	0.290752894008323	0.235910583792694	0.231614776178427	0.23591194369858	0.196373098364541	0.213781106066104	0.209105218776618	0.280152133155087	0.249929812033784	0.280334621872151	0.250615528538264	0.240347409488045	0.236475480717524	0.228910542580701	0.204658296261391	0.205773192165565	0.208343505486312	0.203471970075887	0.204717264950192	0.194337915593243	0.307154977134465	0.20686818442556	0.335333451678006	0.203518423320725	0.292294277770861	0.261290238007907	0.253505645487799	0.19101415421217	0.29570997200797	0.291106700766358	0.345104396100088	0.19549577870272	0.270321578801877	0.226467714715554	0.265743458384935	0.253474389638616	0.221864013020864	0.245614459072748	0.267447219203217	0.216244143757971	0.220526767364996	0.261356605672637	0.228234119764984	0.164376092916139	0.173868157563215	0.184705372876281	0.201625812693133	0.291549506470747	0.301563046361078	0.284493901336694	0.288908812551482	0.337660957581458	0.228251605371171	0.279791281111833	0.213977048105223	0.215695846776632	0.248002388543383	0.218323598392209	0.218359018277019	0.294998427985701	0.249402630023401	0.268122378675343	0.249906700939547	0.26049567074603	0.274812779926235	0.251052475043145	0.242664954341942	0.256954848476281	0.231094383528649	0.246104437160176	0.215185545463851	0.23930698504954	0.23378575979161	0.208592820915875	0.253578082508458	0.275559153742044	0.264355227780259
370(1A)_SD_t7B	0.199342842953514	0.23038945113227	0.15443171849293	0.264245728922314	0.217962844994769	0.224987365372954	0.20404831440446	0.245184185630153	0.240613543162129	0.239758395529115	0.0999907828876815	0	0.10223326868007	0.281843317155898	0.240981696739202	0.296974211357593	0.2940777832275	0.220923709033078	0.218037947595248	0.220701034797358	0.199193301771816	0.201155761474223	0.200155629487614	0.269988037323609	0.237741565298042	0.273149671630476	0.241166739078811	0.228758612054278	0.226703742092186	0.216808382136934	0.196287717913061	0.199328733065877	0.201580301957877	0.191008078489261	0.20179632746487	0.184793554055132	0.296387562806656	0.199152393662839	0.324962286538343	0.199073808149345	0.287321106951646	0.252835691002413	0.241910703045168	0.173048961637715	0.291767730572501	0.284482870342811	0.346055858654947	0.188664565371596	0.256510317509755	0.210931866648902	0.251931668039126	0.239953403275853	0.222554826433308	0.252531858118359	0.259267074655638	0.201805415886159	0.206933821018493	0.254006117112251	0.218702391138155	0.162070834195948	0.156825068483781	0.179201464917347	0.190381463640634	0.287754348616992	0.296245198996079	0.279649797046395	0.280425455395499	0.331870736697567	0.213844057354343	0.26879597983906	0.205197974458324	0.200123097397148	0.242879429182798	0.211576565843848	0.203504153144638	0.289871682373165	0.240760849345256	0.255272893749718	0.238493830037437	0.251344027753916	0.266534209287462	0.245019167524669	0.233220215489017	0.244719291403886	0.223173849919525	0.233367220715829	0.202172999781889	0.229175375891183	0.221213721781292	0.209847478845732	0.247459178218161	0.264918283892153	0.257276788553576
370(1A)_SD_t7C	0.1810448906481	0.223279979933949	0.126901606678487	0.279558555964282	0.1848950725256	0.207295215203299	0.192218003899746	0.226848160007203	0.228687278229446	0.221911816201962	0.107739076072197	0.10223326868007	0	0.301098956041443	0.236719918230731	0.297054655319591	0.296441016717512	0.199727193665782	0.189803855370727	0.19765224916315	0.168946688148613	0.176514356243625	0.176932964166114	0.249139874169771	0.215440579706628	0.263296722370124	0.244229805898856	0.231098636067073	0.221361333016237	0.20064927266258	0.187320591586653	0.182549015251081	0.181702312865997	0.170159689853762	0.187802075968993	0.161894558854541	0.279571514216985	0.168579833752327	0.30787982458192	0.171544432669547	0.281074941738434	0.266132391227953	0.22406896375451	0.16132135715439	0.28117394423191	0.289661807593138	0.340880322029559	0.165294978468684	0.245935745588861	0.206737583789817	0.234480524751052	0.224183482969504	0.198931551240989	0.243960853380294	0.265540515346185	0.192074367775219	0.200473095537792	0.232486826016555	0.202057098552954	0.150403495139452	0.146925580393664	0.165109310587892	0.176628009512101	0.288216945139517	0.295182600040869	0.277526976844873	0.294683866911342	0.350307532778066	0.202401591683597	0.255776487491169	0.195950488296731	0.179604140620176	0.23123465955365	0.206720766137846	0.195148160906561	0.295494120812685	0.222156322189909	0.236764147549129	0.218612575757194	0.236397354300405	0.249576350666634	0.225657429929517	0.217571568073279	0.225858603711524	0.221495340389844	0.226931113625016	0.19886959506378	0.20640081202365	0.202926002284212	0.181961114236357	0.2278356313413	0.245131016448041	0.237699891393427
370(1A)_t2A	0.335740697479446	0.332564130833748	0.306029340584176	0.119512862060069	0.319666338570261	0.325998425474418	0.259871654718031	0.364526395676455	0.359222106188649	0.36609211706353	0.293927983838479	0.281843317155898	0.301098956041443	0	0.190173129760208	0.134952849056745	0.213369277161682	0.328309655654545	0.30458372906547	0.330540314698292	0.29004935826923	0.282724187816796	0.276039898399634	0.364986937821933	0.339815870158074	0.251193003073863	0.241612617155411	0.216615938513053	0.31730970964051	0.314657043436711	0.26778549301959	0.327853597911724	0.281195897757712	0.33717569230499	0.271164799284318	0.315961377220206	0.385394460272764	0.328236560028042	0.412092644561987	0.317730088497958	0.32482264259929	0.195345492323346	0.337377508255769	0.289786596466463	0.286895952232881	0.177417353375787	0.287806890815001	0.302916181333553	0.283781908231993	0.294095995453285	0.350245942354645	0.334659841728913	0.300190139748573	0.254546046419575	0.237211880908637	0.29211296869652	0.300481470839765	0.292999144546331	0.305824599233107	0.299546986023479	0.281004781131851	0.278474292591685	0.27810074796393	0.207124057183933	0.197222157344841	0.16222360766545	0.208808577924714	0.222200470542393	0.269541875774359	0.33165098893985	0.286194586068303	0.296419165031649	0.281632737431244	0.254759890345531	0.264954314989769	0.253493445943703	0.329427421701749	0.349454665933803	0.33607776144056	0.248957666895825	0.264222931555086	0.326031168071443	0.328959587135683	0.332466418369384	0.290716938825896	0.320247231506318	0.293912720321538	0.285605239951698	0.294113430125442	0.281550108215157	0.265122734852685	0.288700272718539	0.27486625367613
370(1A)_t2B	0.239402533882049	0.27501454815051	0.226752061590038	0.159495487667753	0.226718490439487	0.237739694939927	0.218250819362543	0.276013250382018	0.26502395433375	0.272490159708185	0.246701258739927	0.240981696739202	0.236719918230731	0.190173129760208	0	0.151710724628491	0.228655032353127	0.231992211093802	0.210852902626599	0.233556562094083	0.223196766230105	0.209110252278195	0.238310949653984	0.283504350397858	0.253849544325267	0.193281909840797	0.198152373513902	0.179673924800932	0.263870851211081	0.236866948575426	0.220291590467575	0.243510787009228	0.207170847469474	0.253367735567841	0.217638760802116	0.228729145340457	0.305441774108641	0.242599255456483	0.335576253835508	0.228258609949052	0.252432110511106	0.217598097695019	0.25334775054128	0.229523872163546	0.215902966488827	0.15571867926826	0.270419108593114	0.20744653428712	0.206905235487668	0.230165310452028	0.259371077687126	0.243725421274258	0.229449975418266	0.23301731556709	0.189096658230165	0.216334076378299	0.229947919989037	0.236418421258802	0.230310820275415	0.228339700913375	0.2335858754025	0.231157552917683	0.227360103758606	0.165375196205643	0.157505402002859	0.127165269897168	0.231834298594256	0.289580832522952	0.20963623266349	0.271791306201627	0.229031655317462	0.217562704165443	0.253335141343604	0.219502933671704	0.2217462623312	0.263722525545785	0.245720144088129	0.269498828086946	0.250843999910895	0.18197952610008	0.189930184785662	0.240411907282866	0.239176426943478	0.245984087165356	0.238235395623665	0.263991148864125	0.236694166389337	0.247502992685453	0.24599607739195	0.228323374442426	0.235181889367315	0.258938169905461	0.246606681647479
370(1A)_t2C	0.296025047368516	0.347945496215726	0.291538672224918	0.144309106569052	0.278493389743255	0.299219896521609	0.266108374650994	0.324140672116264	0.320894463537343	0.325810395351203	0.302810339824235	0.296974211357593	0.297054655319591	0.134952849056745	0.151710724628491	0	0.203048485456347	0.28603305907688	0.261559317020766	0.286912178061123	0.247895076267088	0.24029990269635	0.285146137064288	0.325698919023911	0.298004022108821	0.202059350349821	0.260044814898184	0.220112621444368	0.332403523594274	0.308733713650821	0.278154840891385	0.288401943200291	0.265079129908454	0.297387473630041	0.272546237932792	0.284297142661969	0.346678779435753	0.288332240660218	0.373425548403597	0.276610187980798	0.28502632794682	0.234741619524648	0.305031151755041	0.295064198228041	0.241970910064876	0.137796378823916	0.247062170230718	0.267811810887113	0.246243071090704	0.305163242956412	0.307575907839485	0.291612525168186	0.265668394485418	0.253107162280558	0.249874851454818	0.290835352409329	0.304812889959784	0.244351057175813	0.267600409629978	0.279834042164687	0.290004803746019	0.286764226852115	0.272226668911323	0.161415684372561	0.130812885767178	0.0931253924808922	0.22250338736328	0.25210737633888	0.276591099511076	0.340855875819412	0.298869891371511	0.292694272655234	0.278393743443355	0.244379804169344	0.268902290880263	0.257226757400267	0.311066368245673	0.309924015340556	0.30223169840858	0.218589529781587	0.21946360404536	0.285180283280098	0.287724396963731	0.290865447655638	0.304650403242757	0.333673312243987	0.304239023437977	0.294370538080844	0.304801026602104	0.277974691667746	0.265151085237267	0.291151650484905	0.276512720873155
370(1A)_t7A	0.336291953556111	0.356635479544826	0.30817559059545	0.219597675704394	0.32241696559433	0.333875132304276	0.265332383694646	0.364824963874737	0.367879944102141	0.369164708358581	0.290752894008323	0.2940777832275	0.296441016717512	0.213369277161682	0.228655032353127	0.203048485456347	0	0.337822292788308	0.314098091588865	0.3380411070874	0.277550020560894	0.275168326573207	0.277466253778563	0.372216612354667	0.34404495378652	0.282432831954923	0.296691852371529	0.268492215767004	0.342142257339701	0.320369422154397	0.270774890282232	0.325255413519267	0.272477864409117	0.332883276942096	0.266114076543871	0.308995230829116	0.393123811751471	0.324417087401645	0.418171093128747	0.317777380359297	0.346641416193027	0.240881175006827	0.34637530091678	0.301865260178592	0.307376402831498	0.213630986429446	0.298172696295645	0.30156021697203	0.316285848653046	0.320349918083383	0.356378379129037	0.33926437606918	0.284736147573854	0.240706856724436	0.282661685882238	0.313857647274053	0.316949292441696	0.263946625105071	0.297418691973403	0.278991277342662	0.297222374255141	0.285602686331103	0.271456569382016	0.260811129720703	0.246175304672068	0.217365553467837	0.175882663824622	0.188735836557909	0.295084543570767	0.358177066356257	0.310897016091093	0.312899552398712	0.261818799591612	0.220009871339023	0.269370092053396	0.221239444131702	0.337115311513623	0.358612569821763	0.342933072438304	0.286625723898448	0.288700390762456	0.334544106319873	0.334930046235059	0.340914324704222	0.317357370948976	0.347696993763627	0.314003728305176	0.297548721654554	0.308925931485708	0.276704972500037	0.257575053278011	0.285532452628136	0.270411279025337
370(1A)_W_t2A	0.126189819681612	0.204670440848867	0.175027314612955	0.296131413906063	0.101337615605991	0.134613055531352	0.217244843508557	0.120948857717233	0.101735024972511	0.127643494587519	0.235910583792694	0.220923709033078	0.199727193665782	0.328309655654545	0.231992211093802	0.28603305907688	0.337822292788308	0	0.0827137083385749	0.031587135838741	0.193087946159745	0.177458724056111	0.238253105791897	0.165037292433347	0.153393797460441	0.216619747250369	0.254895540303028	0.243206077268785	0.178347195549171	0.147923216919877	0.197429606028795	0.129392193858057	0.186517536761436	0.144651181853744	0.188500600174082	0.141518089309017	0.181316345760876	0.129014342796514	0.216674917700568	0.121816936664367	0.211470802847443	0.294497231178499	0.149539108633888	0.15552420850201	0.233808945515685	0.269141469845805	0.283131587664065	0.148070357572112	0.19774962701059	0.167391575285485	0.144904638580213	0.124831631834842	0.191887772521282	0.272395968405206	0.274993953560141	0.155093041806643	0.168221758131984	0.227383744500024	0.182198645520185	0.221081690721904	0.224807149799792	0.226016689487163	0.212344793371098	0.25570560535134	0.262906236862724	0.265241627433527	0.332159928083173	0.389177424603961	0.157912280370814	0.210577577183424	0.163309549835536	0.120709011306502	0.284265484475397	0.259923768711689	0.244660762741136	0.341199391501636	0.181740639292895	0.162179058243079	0.162930879923985	0.214215304771979	0.211112548665253	0.131693125296961	0.148902762370668	0.121179074482879	0.19683085239474	0.194482960875396	0.161743397476369	0.233566080760402	0.219187132265669	0.203097168240831	0.257422312161901	0.269407474070028	0.256875045549172
370(1A)_W_t2B	0.120131024779992	0.177119497583526	0.160176145990096	0.271370073922471	0.0815887499247988	0.111000544336515	0.191915261587162	0.138009987974595	0.138104363922824	0.135595262533532	0.231614776178427	0.218037947595248	0.189803855370727	0.30458372906547	0.210852902626599	0.261559317020766	0.314098091588865	0.0827137083385749	0	0.08985467134002	0.182959029521218	0.168642269147876	0.215688683905731	0.164650880421509	0.143564010392188	0.206933249282336	0.227405509679456	0.212996621566545	0.150660606049089	0.125784635713692	0.164635494545458	0.131754935710518	0.156114462576643	0.14512402907503	0.151049807260718	0.118002472192875	0.184494725423064	0.135096836680374	0.219710558194722	0.110595525746465	0.221317164209836	0.27620505283068	0.121964193942062	0.133033897411213	0.226930591951049	0.251383825397082	0.281919207071552	0.128231184895157	0.18627254829978	0.145171385066224	0.146082021371351	0.120753509403067	0.171466345895337	0.250410105270873	0.249170965549615	0.130110281658154	0.146007790226412	0.205155274429486	0.172100724394183	0.212310463271401	0.205006022235447	0.206505784678168	0.195325294365106	0.245581992477789	0.252334331177701	0.247557155320368	0.310404090747084	0.367745468757349	0.125222333370091	0.18682186656452	0.133885401598188	0.0867787543081606	0.261170722084703	0.23617520520986	0.224464990518528	0.31871987860351	0.166005824396362	0.163445985411998	0.13708428277391	0.182636104013305	0.187689986302967	0.123619416397446	0.131553870811694	0.117639244812827	0.177753483527801	0.166059106665936	0.135453560626673	0.21025985390008	0.197928820896288	0.175780415615339	0.229572745540773	0.242577270021145	0.228471166375443
370(1A)_W_t2C	0.128431364346582	0.209455439440202	0.176390147015287	0.298298544559644	0.102533126970898	0.142819517581377	0.217129519800022	0.120280806036325	0.0981751951260925	0.12517576377847	0.23591194369858	0.220701034797358	0.19765224916315	0.330540314698292	0.233556562094083	0.286912178061123	0.3380411070874	0.031587135838741	0.08985467134002	0	0.191781250141886	0.173602564756116	0.238037266899492	0.164368368779175	0.157397851046923	0.21574517108815	0.258347953637863	0.247704811034874	0.18453479756731	0.155297046429316	0.198228147482383	0.13129084053814	0.184884592405072	0.140297937650824	0.191630536998438	0.146855425914257	0.182528977588484	0.128850291763337	0.217178576613636	0.126836701069434	0.210461955490027	0.294889526219146	0.15807956710542	0.162769524419912	0.233446893819242	0.272300232056682	0.278525215966292	0.149259262235149	0.197089562549301	0.174898913648006	0.14507567962985	0.131376991422563	0.194276433722694	0.273962971402441	0.278556667772261	0.161003947875625	0.175210057187002	0.229417219005891	0.18363735969859	0.219536849010698	0.222967997464672	0.225095385938548	0.211253855198266	0.253514437973588	0.259607645146075	0.266066079859673	0.33268630005951	0.389521025088058	0.159648912561762	0.21158242155383	0.165234792666206	0.124890877785365	0.283602799280006	0.259508343861447	0.24222780364017	0.340380283616642	0.186840250171998	0.16662885843301	0.167926585873758	0.218862302669282	0.216160131122276	0.134835368179731	0.154009832555298	0.128915056187914	0.201323226200002	0.201119525905167	0.168686508234689	0.234969335216509	0.219528045783222	0.203978389148589	0.258556596432647	0.269580855023667	0.257970797852709
370(1A)_W_t7A	0.20277051088104	0.278863119176231	0.16991316018213	0.271049256594536	0.205265861005627	0.234646616950613	0.169524648507763	0.232625690874865	0.232330803121333	0.230506050469819	0.196373098364541	0.199193301771816	0.168946688148613	0.29004935826923	0.223196766230105	0.247895076267088	0.277550020560894	0.193087946159745	0.182959029521218	0.191781250141886	0	0.083537062364109	0.137742245809338	0.258030150533504	0.223679278688371	0.214045430468969	0.260482741784521	0.239653712485132	0.265123253559603	0.244257154327211	0.163913911574403	0.175514851288891	0.145211630126709	0.169074379609485	0.169753697916615	0.179320199250252	0.28527203858071	0.1702104557031	0.312080479378821	0.179931759112196	0.279452016443509	0.285266704601942	0.251096610586214	0.21394391418657	0.245793389715486	0.244381844109554	0.28496047855414	0.159742081528019	0.226975797043853	0.244521319276373	0.24204570018342	0.22186868050891	0.191017347744365	0.232014566217555	0.280288407780797	0.234704615522944	0.243099593935966	0.183573896072309	0.188363418840072	0.180886850665443	0.189854965449606	0.193162180093332	0.183914573383683	0.232766605507419	0.231261867981066	0.2242719932409	0.281214178296233	0.338019648801855	0.208936293747386	0.285894496217146	0.217299357657007	0.224609414747568	0.209637533857612	0.190992581824826	0.182407489556221	0.280114302480434	0.265532960109697	0.248473365155664	0.245432846367616	0.214313712667394	0.216517829565063	0.213608830973988	0.222687096810797	0.218171047619649	0.266334335467774	0.275667513059592	0.242219907867802	0.220027920949537	0.2272546511513	0.212056126310942	0.214233827399555	0.238307707199364	0.221701147952866
370(1A)_W_t7B	0.191067259561328	0.266821169421015	0.177252826773604	0.260224641354721	0.190046890967515	0.220342251494237	0.154238861193553	0.221331079266572	0.217167610250553	0.221131365923944	0.213781106066104	0.201155761474223	0.176514356243625	0.282724187816796	0.209110252278195	0.24029990269635	0.275168326573207	0.177458724056111	0.168642269147876	0.173602564756116	0.083537062364109	0	0.140927084702993	0.242520980891946	0.210152867176434	0.20716705816929	0.250460430473538	0.231718396193348	0.251179028800577	0.231190393528108	0.145890690746685	0.160012748893662	0.13319007905938	0.158784870350644	0.156705653191833	0.173948031390117	0.270104603396572	0.157991985758495	0.299798826892674	0.168416582328442	0.263384752583213	0.276076458005558	0.2358576883068	0.198038600772164	0.233058096131598	0.235506619723525	0.278202021182811	0.14242041785579	0.214055352725395	0.231358208354442	0.226820474789607	0.207461429205997	0.18158563554184	0.227384761118167	0.263056224636248	0.221504851148659	0.22949416953135	0.171122776973858	0.174378998143726	0.188717231080512	0.183366506466977	0.182961377030054	0.175888003848731	0.224134739133578	0.225808419676255	0.21654868312949	0.274491228015585	0.334674349466229	0.191308987553921	0.27058432011458	0.209003231965009	0.204597147922369	0.207240913256882	0.181137315026176	0.165205099798273	0.272285838851339	0.253135349099132	0.233618590472575	0.229911639667305	0.202295849431825	0.206708004032922	0.197886711483858	0.205620417687503	0.204660832102212	0.251609520422869	0.262431815023915	0.22835764616117	0.204533001846869	0.211909149516899	0.194932116653044	0.203073155220452	0.221749836693024	0.203259061351289
370(1A)_W_t7C	0.23575544340296	0.212513709596045	0.187585257810282	0.244721830149326	0.228004782203661	0.24690615698411	0.139796980433189	0.277594479940652	0.277757993505714	0.279595699924916	0.209105218776618	0.200155629487614	0.176932964166114	0.276039898399634	0.238310949653984	0.285146137064288	0.277466253778563	0.238253105791897	0.215688683905731	0.238037266899492	0.137742245809338	0.140927084702993	0	0.299504503648229	0.266614560542658	0.264550948536608	0.205529871124322	0.22611010434538	0.199452365869339	0.236765564670326	0.145619115314196	0.219702506334417	0.159444069519274	0.210602731924799	0.160369538835842	0.203593574331773	0.325262125827599	0.212004271257927	0.352916776131315	0.215764193073244	0.326076976481527	0.265423261888478	0.271024002004299	0.197882802413196	0.29563935080524	0.285674745193143	0.331830078130227	0.187404179589007	0.276208215827934	0.219264589194362	0.286872696382211	0.260207467981963	0.221934665545124	0.213058532694426	0.223353731530288	0.218666023745416	0.226328616133529	0.218181578166581	0.230337672101711	0.208071068163714	0.143099216742265	0.157679285973981	0.159525388995579	0.286821233737099	0.283523638555086	0.269739912294633	0.239044257615789	0.285139541608433	0.168010188366286	0.222537180607176	0.169321246329693	0.209702919285016	0.146067484856484	0.169776350252902	0.135814208809122	0.220381325323381	0.269580545883799	0.288656521115794	0.265409731317575	0.246165631737964	0.257890680378957	0.2545605382741	0.258247910024544	0.258728400217682	0.216146379086374	0.208948949145719	0.21434346506677	0.145226491446229	0.159367915911699	0.197705675183159	0.16452286371261	0.165532881809154	0.159974499362407
370(3D)_SD_t2A	0.132357665719496	0.175733496776932	0.218911303791387	0.334222070900762	0.15824825235138	0.123469624647334	0.268581609929731	0.10876148276424	0.126006297862218	0.109676075014649	0.280152133155087	0.269988037323609	0.249139874169771	0.364986937821933	0.283504350397858	0.325698919023911	0.372216612354667	0.165037292433347	0.164650880421509	0.164368368779175	0.258030150533504	0.242520980891946	0.299504503648229	0	0.0962386165569077	0.21325725456824	0.262264106445881	0.251357270621893	0.165605234235623	0.136984342787828	0.247076349282312	0.159462234015205	0.228630440430689	0.159460401176974	0.231447024728038	0.174644272021432	0.0885459664648861	0.164275246443664	0.143359715104866	0.170506580929908	0.155030303076661	0.323885820189908	0.107060366111854	0.198117695354013	0.212042800230794	0.289668841314893	0.289377408025855	0.210484396243705	0.192545159287018	0.175717006825188	0.0931647470367871	0.122501148941132	0.235505630977956	0.314510970798916	0.293716703511918	0.176975026995698	0.168671525150303	0.269626478888731	0.217923681701764	0.276713070370259	0.272130249269198	0.275528299561733	0.272648628154612	0.258621251501716	0.271197446432165	0.308807200980963	0.374956015187346	0.425453148947958	0.224342789308581	0.282683195179183	0.226288031484311	0.184758095786632	0.34474608261106	0.314105565216852	0.30095233077109	0.382593051918262	0.114360108830569	0.0746735449179008	0.0855111714557988	0.21409156673091	0.213374324372076	0.106910153240729	0.110840819333532	0.116258882613867	0.202738498538835	0.183260505235396	0.171839498337056	0.281351775118835	0.26687900586326	0.248502356522904	0.303798015557553	0.316539186988383	0.299595593874666
370(3D)_SD_t2B	0.0981209461773428	0.147407322085992	0.185257657744028	0.307873706818254	0.13415429541197	0.119729692706659	0.236845918766237	0.128954579714393	0.139232158135394	0.131759192692851	0.249929812033784	0.237741565298042	0.215440579706628	0.339815870158074	0.253849544325267	0.298004022108821	0.34404495378652	0.153393797460441	0.143564010392188	0.157397851046923	0.223679278688371	0.210152867176434	0.266614560542658	0.0962386165569077	0	0.217305180195934	0.246303621965745	0.235062127549093	0.167345936849016	0.132065379705951	0.22076363664463	0.134804168709357	0.198227601735605	0.1515600307326	0.205223262191954	0.149480364487857	0.139334813330022	0.1492513873704	0.189089036337835	0.151940066615378	0.202717201923365	0.297151590887061	0.112826876631333	0.179053072654545	0.243506409195376	0.271481811479859	0.320187826896103	0.18619034621923	0.199594620685686	0.157784348880554	0.109635139142673	0.108201332180783	0.20939254995005	0.285796477000456	0.276444410843633	0.161473789601846	0.148882694182156	0.23770810443879	0.186093147397981	0.243396650074042	0.234968876991675	0.241889720205632	0.232064959319237	0.265370392435207	0.278469213758382	0.279662331586274	0.346826334518441	0.400285087127028	0.196404858301969	0.253862344556306	0.196384142406211	0.167050942188414	0.310887456928674	0.279792306467109	0.26569688851473	0.354043145574986	0.0977319869148658	0.0824768705107568	0.0772119750520459	0.198379860839346	0.197671651833758	0.106688446800533	0.0933703706401648	0.114714494132121	0.181714835497635	0.182811914414268	0.157425011272787	0.250454962460213	0.233577715255635	0.223086652858048	0.272018243175097	0.287436092628321	0.272596620757682
370(3D)_t2A	0.231942331145674	0.284599179164174	0.245487867761917	0.21568451330452	0.221687124051355	0.222907415352861	0.245361213947718	0.239786313934642	0.232827992005745	0.239156528142635	0.280334621872151	0.273149671630476	0.263296722370124	0.251193003073863	0.193281909840797	0.202059350349821	0.282432831954923	0.216619747250369	0.206933249282336	0.21574517108815	0.214045430468969	0.20716705816929	0.264550948536608	0.21325725456824	0.217305180195934	0	0.159974542547093	0.115737583750661	0.253239924722516	0.222577444163939	0.23736911119384	0.213137704352058	0.220269079037753	0.208449292559179	0.226809812253344	0.219550361655195	0.236117764546714	0.214875210413674	0.269954324012191	0.214364281263628	0.227256817354913	0.290925367889489	0.220419742203782	0.242765790971013	0.126496555325463	0.173824514295725	0.25549791279045	0.22541521534965	0.111389208820193	0.221817690832578	0.198622093373674	0.204224352388647	0.243405130192301	0.266764557171021	0.198701284287889	0.215341728526413	0.220731799713907	0.22887416165358	0.223530979071981	0.270409818411509	0.266813858195119	0.27047681207707	0.25570285033628	0.143785489103956	0.158875715392826	0.190075149773776	0.292545069916522	0.351569648250185	0.22641837529889	0.287618678427634	0.245388372228566	0.235366260140503	0.294798232588878	0.258107082347858	0.262853714894337	0.318274635117548	0.223050049490834	0.201102640380628	0.216860991179674	0.103950660408661	0.097040863854168	0.169343373209917	0.184842604177512	0.184393373503903	0.254860689287669	0.259904036247548	0.23716145417711	0.276226074035667	0.269669107935937	0.26013448538642	0.262349200488356	0.277424496383449	0.265561682649942
370(3D)_t2B	0.247225025931574	0.185928551865883	0.240593677457265	0.197712197159842	0.2348888099357	0.218264974155432	0.216021806379597	0.282839652539226	0.275550003905629	0.281586320929629	0.250615528538264	0.241166739078811	0.244229805898856	0.241612617155411	0.198152373513902	0.260044814898184	0.296691852371529	0.254895540303028	0.227405509679456	0.258347953637863	0.260482741784521	0.250460430473538	0.205529871124322	0.262264106445881	0.246303621965745	0.159974542547093	0	0.0893465211506213	0.163873571439526	0.196726986817467	0.202211762019842	0.246735895614651	0.218256058192963	0.256762637725705	0.200854950329876	0.233587267895898	0.285483191991986	0.252251220766753	0.317968782539504	0.238587621946423	0.283470004169051	0.262545114098523	0.230993692780988	0.212857834483112	0.194980630271068	0.229664844291756	0.328321449833294	0.23418600461226	0.147292308080275	0.169617073612166	0.241189338978033	0.228363382370887	0.257262935021081	0.253391077651429	0.105024973569397	0.177558272526115	0.173821973456786	0.271775900668747	0.255537435450226	0.264357112195991	0.207301589225291	0.21459863313705	0.237825494784312	0.219017672853908	0.24317180198457	0.248721472022616	0.260367062067329	0.307629030046888	0.173331402035638	0.204610133725828	0.169968403747066	0.206632308324248	0.236114869163931	0.246348653559507	0.209526134231502	0.266424702666445	0.217307234946704	0.240133874449972	0.22808253820199	0.126825734654871	0.150980747962006	0.212822771232872	0.206911368310312	0.22398170922362	0.186177661778442	0.168372011776288	0.19143203472256	0.207462338873847	0.187602076160193	0.237069850922231	0.228904496744145	0.216266550673899	0.21866781557145
