X370..._SD_t2A	X370..._SD_t2B	X370..._SD_t7C	X370..._t2A	X370..._W_t2A	X370..._W_t2B	X370..._W_t7C	X370.1A._SD_t2A	X370.1A._SD_t2B	X370.1A._SD_t2C	X370.1A._SD_t7A	X370.1A._SD_t7B	X370.1A._SD_t7C	X370.1A._t2A	X370.1A._t2B	X370.1A._t2C	X370.1A._t7A	X370.1A._W_t2A	X370.1A._W_t2B	X370.1A._W_t2C	X370.1A._W_t7A	X370.1A._W_t7B	X370.1A._W_t7C	X370.3D._SD_t2A	X370.3D._SD_t2B	X370.3D._t2A	X370.3D._t2B	X370.3D._t2C	X370.3D._W_t2A	X370.3D._W_t2C	X370.3D._W_t7A_1	X370.3D._W_t7A_2	X370.3D._W_t7B_1	X370.3D._W_t7B_2	X370.3D._W_t7C_1	X370.3D._W_t7C_2	X370.5A._SD_t2A_1	X370.5A._SD_t2A_2	X370.5A._SD_t2B_1	X370.5A._SD_t2B_2	X370.5A._SD_t2C_1	X370.5A._SD_t2C_2	X370.5A._SD_t2D_1	X370.5A._SD_t2D_2	X370.5A._t2C	X370.5A._t2D	X370.5A._W_t2B	X370.5A._W_t7B	X432..._t2B	X432..._SD_t2A	X432..._SD_t2B	X432..._SD_t2C	X432..._SD_t7C	X432..._SD_t7D	X432..._t2C	X432..._W_t2A	X432..._W_t2B	X432..._W_t7C	X432..._W_t7D	X432.1A._SD_t7A	X432.1A._SD_t7B	X432.1A._SD_t7C	X432.1A._SD_t7D	X432.1A._t2A	X432.1A._t2B	X432.1A._t2D	X432.1A._t7C	X432.1A._t7D	X432.1A._W_t2A	X432.1A._W_t2B	X432.1A._W_t2C	X432.1A._W_t2D	X432.1A._W_t7A	X432.1A._W_t7B	X432.1A._W_t7C	X432.1A._W_t7D	X432.3D._SD_t2A	X432.3D._SD_t2B	X432.3D._SD_t2C	X432.3D._t2A	X432.3D._t2B	X432.3D._W_t2A	X432.3D._W_t2B	X432.3D._W_t2C	X432.5A._SD_t2A	X432.5A._SD_t2B	X432.5A._SD_t2C	X432.5A._SD_t7A	X432.5A._SD_t7B	X432.5A._SD_t7C	X432.5A._W_t7A	X432.5A._W_t7B	X432.5A._W_t7C
370(3D)_t2C	0.234532926579482	0.229971410456711	0.227868326813512	0.180331449397663	0.223473408054648	0.211063822484993	0.208451479143911	0.271365082996993	0.265167119023384	0.27077007744411	0.240347409488045	0.228758612054278	0.231098636067073	0.216615938513053	0.179673924800932	0.220112621444368	0.268492215767004	0.243206077268785	0.212996621566545	0.247704811034874	0.239653712485132	0.231718396193348	0.22611010434538	0.251357270621893	0.235062127549093	0.115737583750661	0.0893465211506213	0	0.207200703227998	0.189500532238008	0.196795959902685	0.236324713838792	0.207419416057761	0.245969576798211	0.191383431111402	0.21960868756403	0.276006002184717	0.239872251523799	0.308639196715318	0.228218567252569	0.274029392972215	0.258330150865734	0.22233027690022	0.203137416026366	0.175739121995434	0.198898736216243	0.302685021653259	0.225555491482402	0.134871118869841	0.167744433445939	0.232746147705248	0.223616072945986	0.249115517242249	0.232359240295031	0.156377923990805	0.170817359941904	0.170865607722617	0.246396069041497	0.245043920645995	0.252557824733064	0.226444899402666	0.225050233660795	0.216999865144413	0.183374087509975	0.206212431249796	0.214353082564935	0.259902624310315	0.32343168431269	0.180433204617567	0.243474568043238	0.196413619181228	0.194380925349836	0.256461549386629	0.223770808114326	0.221161298801594	0.285862931498066	0.207299023615807	0.230352747641836	0.217814317171547	0.0977882462929195	0.117050413716641	0.204981405970383	0.199550861986962	0.210972075493592	0.210376842927664	0.210012846203322	0.189543577175904	0.232980641609645	0.223364305513953	0.226806361629122	0.227294136984473	0.238566502867039	0.227673288814102
370(3D)_W_t2A	0.167083804612032	0.0882486521257266	0.198422777594773	0.273245305920899	0.153446351953136	0.113208385426956	0.202415043884434	0.198408436829143	0.197189955735831	0.199085426489051	0.236475480717524	0.226703742092186	0.221361333016237	0.31730970964051	0.263870851211081	0.332403523594274	0.342142257339701	0.178347195549171	0.150660606049089	0.18453479756731	0.265123253559603	0.251179028800577	0.199452365869339	0.165605234235623	0.167345936849016	0.253239924722516	0.163873571439526	0.207200703227998	0	0.0843082756715036	0.176840930829124	0.170229889621034	0.198726021791961	0.193448506309418	0.170674539530739	0.162759591315216	0.202273859878201	0.193203895930613	0.253550025716655	0.179187681335448	0.245251885434677	0.27532690271383	0.138978731980334	0.148264753219055	0.276763774195571	0.295990102191501	0.34208573838199	0.18961591208816	0.239198950076461	0.115115518346577	0.176311018004016	0.155356487561019	0.232230426108754	0.259482183946449	0.197557865964249	0.137634397453934	0.120321455507752	0.27444856841062	0.235695589985789	0.260700483255492	0.194727950461582	0.206928026657402	0.225469745385711	0.309827951303064	0.325299896927806	0.319512978725278	0.300644773461646	0.341098248874723	0.129399008587077	0.152862696930423	0.11107348183858	0.125642254969664	0.244576845055175	0.267366505020854	0.219077339586971	0.29208938141907	0.145250068163399	0.167555664930272	0.135897841570782	0.21837035781345	0.238588515209169	0.144053109783062	0.133730593381741	0.137512671529987	0.110208888073297	0.0721134290611125	0.0969180367350128	0.179579270306106	0.156143881730169	0.199322618020209	0.226100939583181	0.212168443421514	0.20848055748285
370(3D)_W_t2C	0.132253138721858	0.129587160315943	0.177672854452038	0.278665612857639	0.120861809629692	0.0730544746380909	0.206523512729055	0.164577899119658	0.167441663868592	0.168015490159539	0.228910542580701	0.216808382136934	0.20064927266258	0.314657043436711	0.236866948575426	0.308733713650821	0.320369422154397	0.147923216919877	0.125784635713692	0.155297046429316	0.244257154327211	0.231190393528108	0.236765564670326	0.136984342787828	0.132065379705951	0.222577444163939	0.196726986817467	0.189500532238008	0.0843082756715036	0	0.17414943274045	0.141500933709315	0.175365692091459	0.166371244852272	0.156004964649421	0.135896082582173	0.16170158406039	0.169716073584864	0.212809274884172	0.155031786797245	0.212613276638086	0.275062023628505	0.105185223293191	0.131466968337552	0.244650410341748	0.268220498515851	0.316985387434963	0.166990331565964	0.204931061960388	0.0889473475213218	0.135197543527954	0.111334341521152	0.208969529765656	0.251182992988424	0.229489743252075	0.109928134157454	0.0855415355963472	0.25199577571975	0.211471443961916	0.235581741726787	0.216929900974357	0.220012340511679	0.209928114720136	0.281909256933088	0.298237191546959	0.294820385883159	0.31974598523917	0.375419188119786	0.139862990427751	0.197372546654234	0.14118995415082	0.104848405527445	0.284651848923908	0.256664997710127	0.242119136430134	0.328237109864541	0.103530042075966	0.128817181781324	0.098962613918867	0.185619039877725	0.204271489481455	0.113473499171937	0.0951211044740822	0.0923049017364103	0.129509615304529	0.112702235317544	0.0885742685680336	0.220493423579344	0.197836386661343	0.181964103356093	0.240320292699392	0.251557038464612	0.233624767767672
370(3D)_W_t7A_1	0.195701626923678	0.200757300533014	0.171299607252345	0.24740577405915	0.18687978950359	0.189710361080793	0.120454102279734	0.225293239403985	0.231523242232261	0.23043327534104	0.204658296261391	0.196287717913061	0.187320591586653	0.26778549301959	0.220291590467575	0.278154840891385	0.270774890282232	0.197429606028795	0.164635494545458	0.198228147482383	0.163913911574403	0.145890690746685	0.145619115314196	0.247076349282312	0.22076363664463	0.23736911119384	0.202211762019842	0.196795959902685	0.176840930829124	0.17414943274045	0	0.149464612148474	0.0815491354679426	0.161649040766118	0.0666324306601188	0.140341958793895	0.271261140705975	0.166108909397799	0.299399077054215	0.166432924240891	0.282099174406639	0.230427830103606	0.214014459498237	0.14883221631782	0.254390394199912	0.255849869146997	0.307504523564923	0.147939757072611	0.23243938912538	0.160836801518104	0.234172295064243	0.203615650949092	0.175773165753363	0.194589362577732	0.219656130929485	0.179461777456956	0.168010285135629	0.200506030789207	0.179951010223681	0.18851260736045	0.156283921096382	0.144150682682646	0.157137142806637	0.260673318808273	0.269632016260891	0.261998272564968	0.247096187071765	0.313591328528659	0.144178150724783	0.21945483157463	0.148334369295085	0.161338417359536	0.192146536350077	0.182731789629515	0.156281192458194	0.258492075414939	0.222692963017164	0.240837858840033	0.213248584554964	0.208790278387355	0.227900779962083	0.195688886652769	0.203476892664362	0.20438760571258	0.181763260847174	0.194300145887854	0.152952738823909	0.16318100857179	0.16058122221217	0.150999621124326	0.175755356495463	0.188487840729706	0.171397879105343
370(3D)_W_t7A_2	0.12664587706206	0.198561019908568	0.155340129264211	0.3002894990033	0.138743432697371	0.138344016336145	0.192803177918642	0.134345589027389	0.157769032548511	0.14989947694522	0.205773192165565	0.199328733065877	0.182549015251081	0.327853597911724	0.243510787009228	0.288401943200291	0.325255413519267	0.129392193858057	0.131754935710518	0.13129084053814	0.175514851288891	0.160012748893662	0.219702506334417	0.159462234015205	0.134804168709357	0.213137704352058	0.246735895614651	0.236324713838792	0.170229889621034	0.141500933709315	0.149464612148474	0	0.140714274893682	0.0933256405960451	0.146831266240737	0.0900730903351465	0.187052812815912	0.101876359408565	0.223341755631441	0.109200397628721	0.212245032723794	0.269500793592899	0.15441088632987	0.141658782000549	0.230620702220615	0.253811546940515	0.298224025014243	0.137133112162332	0.198416448731544	0.172430948117561	0.156503271976732	0.135216055732566	0.166031489376205	0.254971175107107	0.26670264470852	0.182031917310922	0.166137689772231	0.212365413946267	0.156200366613931	0.203581291282659	0.195361623641475	0.195633252572963	0.194450653276207	0.253387910597907	0.270242897695314	0.266330958755391	0.319375905464059	0.381648850914396	0.185292295208417	0.241604452039154	0.182102680378629	0.162962045607104	0.270064561166683	0.243225302172693	0.234005648063829	0.325671263350996	0.171319932922986	0.15857253707011	0.150673854124676	0.197977398334412	0.202227320836252	0.127306323330422	0.131364293852386	0.125966432728295	0.187210624771667	0.198753624247449	0.160546817165753	0.216999281839448	0.208378704427641	0.18094668531826	0.242218458430972	0.258633693937429	0.238474092698633
370(3D)_W_t7B_1	0.177947803834443	0.217139241609907	0.145060317841955	0.263363243719282	0.176982186822404	0.17768308868907	0.130833843685235	0.21277599140776	0.212071108857084	0.209104778832323	0.208343505486312	0.201580301957877	0.181702312865997	0.281195897757712	0.207170847469474	0.265079129908454	0.272477864409117	0.186517536761436	0.156114462576643	0.184884592405072	0.145211630126709	0.13319007905938	0.159444069519274	0.228630440430689	0.198227601735605	0.220269079037753	0.218256058192963	0.207419416057761	0.198726021791961	0.175365692091459	0.0815491354679426	0.140714274893682	0	0.125617842106646	0.0923282052762435	0.131342962207937	0.251638697461163	0.146159748224612	0.283897523011098	0.153113310124855	0.26806125871827	0.248187521795886	0.198969899389209	0.160277641539955	0.241708597461805	0.246252499674084	0.29987681570684	0.142598306215263	0.218291943750336	0.188222332708921	0.213605210065712	0.190610695163215	0.165561195891794	0.216374794340985	0.242705669496147	0.184428321443981	0.186109211409358	0.186923463112778	0.165270305462095	0.172262814059539	0.173429198994257	0.163824511377063	0.1618752490023	0.246173104540313	0.255565505484002	0.248227419211019	0.265192916508298	0.329730315306696	0.164835504767394	0.24294904323735	0.175710529004989	0.168426505921068	0.218224256596063	0.194688739966951	0.175808858654146	0.276161213531192	0.203759416418754	0.218579519781519	0.197042312890978	0.187999818486039	0.20662599030158	0.179879281423031	0.185286574533061	0.190850957860006	0.205411749800144	0.209463780416283	0.174570680969502	0.180545381837695	0.173531265329729	0.162688731659277	0.194775440929735	0.207098674455237	0.192832351623973
370(3D)_W_t7B_2	0.139675990296625	0.208170887343326	0.138496187862715	0.315910655310039	0.159445813264023	0.158319326366513	0.198681664236481	0.145659592188537	0.143281770214227	0.138089308976261	0.203471970075887	0.191008078489261	0.170159689853762	0.33717569230499	0.253367735567841	0.297387473630041	0.332883276942096	0.144651181853744	0.14512402907503	0.140297937650824	0.169074379609485	0.158784870350644	0.210602731924799	0.159460401176974	0.1515600307326	0.208449292559179	0.256762637725705	0.245969576798211	0.193448506309418	0.166371244852272	0.161649040766118	0.0933256405960451	0.125617842106646	0	0.159647449042786	0.0957925198452141	0.179324135652331	0.093184954617176	0.211367578179288	0.117494791911751	0.218011568378723	0.281461288016156	0.165389275366585	0.158681997101389	0.225720576090391	0.266256481606956	0.294616647442081	0.140532760639523	0.191217975632998	0.19403382483566	0.14731724501312	0.143646022391481	0.181030923555955	0.271880733027814	0.280804438782021	0.188556132183326	0.188824952538365	0.213574717742088	0.162248939838158	0.198909504161278	0.188808434318859	0.200886237332065	0.203703997408388	0.250770800379816	0.264903895382664	0.275285333523391	0.327780589122171	0.38884181631562	0.203249406549368	0.259806496786631	0.195859262798214	0.173737194637499	0.278421210730713	0.249734377799789	0.23262530929216	0.335103332368986	0.1939214507705	0.161207859777461	0.168689101739375	0.209435666780741	0.208703917812561	0.136381204112178	0.147714283571731	0.145654559285136	0.208872873267224	0.210122663960991	0.174331417569279	0.225760081464289	0.214460958655873	0.196174653271149	0.251608437362978	0.260773610544794	0.24872537963207
370(3D)_W_t7C_1	0.192319720323483	0.195533924026976	0.16602586456411	0.250464817826296	0.171619880677742	0.171900711404648	0.133695893754433	0.213789166063087	0.223047407330879	0.223759138813759	0.204717264950192	0.20179632746487	0.187802075968993	0.271164799284318	0.217638760802116	0.272546237932792	0.266114076543871	0.188500600174082	0.151049807260718	0.191630536998438	0.169753697916615	0.156705653191833	0.160369538835842	0.231447024728038	0.205223262191954	0.226809812253344	0.200854950329876	0.191383431111402	0.170674539530739	0.156004964649421	0.0666324306601188	0.146831266240737	0.0923282052762435	0.159647449042786	0	0.118265745262399	0.255958797673093	0.158263567150782	0.285873242181691	0.157333598839588	0.268977778078867	0.227567251747309	0.195420518078599	0.129825983348644	0.245499907109256	0.252016956521815	0.303587555314619	0.147167894898684	0.225281212730302	0.15724196823638	0.217719493392955	0.188864856771226	0.161965431064003	0.195200878932941	0.21898335823456	0.163428054656062	0.155544910089953	0.199901729420439	0.17395273353031	0.187813059985388	0.167695150924228	0.150478091410195	0.158450992578322	0.25413303752213	0.264875329919899	0.259674116893371	0.254653907844572	0.317263853083066	0.141512503834789	0.213799717011414	0.144293838044524	0.143726627425168	0.205858245201324	0.188913723686504	0.173790999042243	0.263173022716905	0.206232937116107	0.222832046268496	0.195521965814323	0.197325772086787	0.217264829710694	0.181163798983704	0.187488151136866	0.184277075949786	0.174882190178185	0.184188149999549	0.144253861602602	0.167754047263286	0.158781194024595	0.137035199572002	0.176765569480138	0.190552302985458	0.170981523731078
370(3D)_W_t7C_2	0.134010298967964	0.183530394121653	0.133022808608055	0.291540045509001	0.12666363737465	0.126071989943287	0.181905453686747	0.157291710596117	0.164513182161044	0.164383746016979	0.194337915593243	0.184793554055132	0.161894558854541	0.315961377220206	0.228729145340457	0.284297142661969	0.308995230829116	0.141518089309017	0.118002472192875	0.146855425914257	0.179320199250252	0.173948031390117	0.203593574331773	0.174644272021432	0.149480364487857	0.219550361655195	0.233587267895898	0.21960868756403	0.162759591315216	0.135896082582173	0.140341958793895	0.0900730903351465	0.131342962207937	0.0957925198452141	0.118265745262399	0	0.198643191260849	0.106535465053263	0.228769405483903	0.106036873987057	0.227573579022099	0.258450858827905	0.138132146549793	0.118251490742709	0.238445771335913	0.25514378260529	0.301733053838994	0.125733935918939	0.205560794452438	0.160831697985867	0.165784773939703	0.139467257652462	0.152455417430786	0.239050840137743	0.254725961651411	0.154261161090974	0.157918340404465	0.202917857851621	0.155303536536429	0.183844087320805	0.172733239250438	0.178229456360245	0.185126646633195	0.263901592031315	0.275883944956405	0.266017129815995	0.305734970687867	0.367370045355518	0.169987922453868	0.22598425468063	0.160682277913132	0.139038991928452	0.257547856688603	0.234892513189502	0.217601689335907	0.312578895561897	0.166543879573941	0.167075810838601	0.140740049886191	0.183968668184373	0.199528422445396	0.1424308822947	0.139437907209347	0.133374424989434	0.175032410061613	0.178068130043034	0.14000537409571	0.195740761397653	0.189104748440893	0.158014552850149	0.222685223267888	0.233334454321595	0.217952542180022
370(5A)_SD_t2A_1	0.172452251533734	0.212646100129458	0.245684244604162	0.355027379439216	0.182223241106209	0.149198451835641	0.295278410223971	0.127263909365894	0.146279861108335	0.116475918149231	0.307154977134465	0.296387562806656	0.279571514216985	0.385394460272764	0.305441774108641	0.346678779435753	0.393123811751471	0.181316345760876	0.184494725423064	0.182528977588484	0.28527203858071	0.270104603396572	0.325262125827599	0.0885459664648861	0.139334813330022	0.236117764546714	0.285483191991986	0.276006002184717	0.202273859878201	0.16170158406039	0.271261140705975	0.187052812815912	0.251638697461163	0.179324135652331	0.255958797673093	0.198643191260849	0	0.184630605182261	0.0869265157532413	0.183602435364234	0.126317321735659	0.347135537647084	0.108334119522287	0.212311459753952	0.213029131665184	0.304783591675282	0.277486829915571	0.224984261084986	0.214190536956627	0.201700633405801	0.126248650729895	0.125285395837057	0.257819560461446	0.337971127820617	0.311929057872111	0.198466038912413	0.193529542166795	0.294671233201771	0.245279343135611	0.302878887546252	0.296859831500322	0.303071537156002	0.29775353121533	0.280099333562722	0.291857535563744	0.328961047523287	0.396748984808935	0.446818353543498	0.247778280404976	0.300460248179304	0.250489738723117	0.20219362119835	0.370166870330979	0.339351134657693	0.325862234234576	0.404874422240855	0.156225328485239	0.11733935333227	0.135499795339895	0.237610069980011	0.234201286204313	0.143109930421144	0.142914440078367	0.140566780193827	0.213044942177898	0.200192142131319	0.180934496516268	0.30390871762245	0.290109867915356	0.268151362121429	0.325351704035733	0.338904559878116	0.323455476706543
370(5A)_SD_t2A_2	0.128649312267495	0.203848827191335	0.132810411947414	0.304537580470024	0.141177759663646	0.150291364027462	0.184974896647851	0.137267424247213	0.141428081864738	0.137242438624051	0.20686818442556	0.199152393662839	0.168579833752327	0.328236560028042	0.242599255456483	0.288332240660218	0.324417087401645	0.129014342796514	0.135096836680374	0.128850291763337	0.1702104557031	0.157991985758495	0.212004271257927	0.164275246443664	0.1492513873704	0.214875210413674	0.252251220766753	0.239872251523799	0.193203895930613	0.169716073584864	0.166108909397799	0.101876359408565	0.146159748224612	0.093184954617176	0.158263567150782	0.106535465053263	0.184630605182261	0	0.220386797515421	0.0958843462493493	0.213636821499116	0.264944655895387	0.157065947107763	0.137439893283757	0.226471615189397	0.261343353749896	0.293923260445639	0.117798721740224	0.19204568908161	0.187020776438803	0.151770245775121	0.130058834468266	0.16651565921156	0.258269798422973	0.271217717133155	0.177958712879624	0.181908882904846	0.207116168797626	0.14767056041377	0.196016423175876	0.186922023850828	0.189297047720239	0.203712492858789	0.248935234486237	0.26215625992798	0.265263853478088	0.319771237927013	0.380578496106939	0.19256267489647	0.248786652618904	0.188620450143983	0.163927381140496	0.266051555514051	0.240595023427451	0.220645955168831	0.328668775188533	0.193681290671831	0.16158047622245	0.165819633022653	0.205487705039252	0.20833161721191	0.138965528835296	0.155035306574688	0.139712349814561	0.196704528451036	0.198189378488147	0.162565400153872	0.201956133585443	0.194784437237084	0.170685321437086	0.234992732745658	0.248020194774601	0.231416977169457
370(5A)_SD_t2B_1	0.217894023197332	0.262944245019135	0.283507716305166	0.388933199759898	0.223835665917938	0.200773666903292	0.33039632186647	0.152584859079931	0.18121926681149	0.149511241680167	0.335333451678006	0.324962286538343	0.30787982458192	0.412092644561987	0.335576253835508	0.373425548403597	0.418171093128747	0.216674917700568	0.219710558194722	0.217178576613636	0.312080479378821	0.299798826892674	0.352916776131315	0.143359715104866	0.189089036337835	0.269954324012191	0.317968782539504	0.308639196715318	0.253550025716655	0.212809274884172	0.299399077054215	0.223341755631441	0.283897523011098	0.211367578179288	0.285873242181691	0.228769405483903	0.0869265157532413	0.220386797515421	0	0.208558748003961	0.171233931649415	0.374026384543229	0.144989878993565	0.23350573345409	0.244488249201827	0.332081006489437	0.299537454728374	0.256816576638407	0.247122325609317	0.246234341727916	0.177283112442772	0.174019744093302	0.290488602765282	0.366473718395306	0.345464515960595	0.23687897985065	0.240463714750159	0.322432675241004	0.275659526571903	0.330269111516848	0.328119113085245	0.33188123138836	0.326741883876521	0.311614007990392	0.322172018015196	0.356365162101429	0.421952476213271	0.469728395879354	0.288272693623853	0.337133412287196	0.286714469623174	0.238510757157672	0.395532048883124	0.365581662714795	0.355226874470651	0.42932255447945	0.20522839103574	0.164289988612854	0.185427861393084	0.272550672154679	0.26951471038034	0.188804416485455	0.191790521956583	0.191114146289575	0.258598814456808	0.249726089474025	0.228636714808319	0.33441530721498	0.327765501759074	0.301773909204386	0.355645024301387	0.368830070984083	0.352684245566311
370(5A)_SD_t2B_2	0.138739541458323	0.20125512057744	0.150494901757278	0.294884608618843	0.126123891148682	0.136636019042837	0.192917305019579	0.135094723073292	0.144562411731207	0.144401529299915	0.203518423320725	0.199073808149345	0.171544432669547	0.317730088497958	0.228258609949052	0.276610187980798	0.317777380359297	0.121816936664367	0.110595525746465	0.126836701069434	0.179931759112196	0.168416582328442	0.215764193073244	0.170506580929908	0.151940066615378	0.214364281263628	0.238587621946423	0.228218567252569	0.179187681335448	0.155031786797245	0.166432924240891	0.109200397628721	0.153113310124855	0.117494791911751	0.157333598839588	0.106036873987057	0.183602435364234	0.0958843462493493	0.208558748003961	0	0.21407657875243	0.264132892072825	0.130760836718344	0.100911717087712	0.225968231446186	0.247715196278232	0.280099027650902	0.0979741027623	0.194206367488282	0.177185823965195	0.159896329289969	0.126972574992998	0.160476232609496	0.24914527716204	0.258185516164671	0.167916462669338	0.175237308633995	0.204928200139403	0.155290912784982	0.196457349106634	0.190846623031613	0.193406926849738	0.195757901780768	0.250911183263601	0.260903346122011	0.251378071263116	0.315549785992523	0.374685515574261	0.182736211979163	0.234892101984985	0.175848094951306	0.137119387527397	0.265666915917759	0.240487330801592	0.224947951174005	0.322320492135302	0.187014036299591	0.167287574165249	0.157334171639264	0.197301296566164	0.196397815276842	0.14852711494448	0.149017643934007	0.137720171532506	0.17445789366275	0.179824751967041	0.144097131561398	0.197279378846537	0.1929654784436	0.163461351877368	0.228785923637612	0.244591535620824	0.227227719180125
370(5A)_SD_t2C_1	0.219903528628326	0.270660311229082	0.259746328087379	0.296507752818951	0.215534688555575	0.203979333559213	0.289079051950437	0.186632289457851	0.209079500376296	0.179644108254937	0.292294277770861	0.287321106951646	0.281074941738434	0.32482264259929	0.252432110511106	0.28502632794682	0.346641416193027	0.211470802847443	0.221317164209836	0.210461955490027	0.279452016443509	0.263384752583213	0.326076976481527	0.155030303076661	0.202717201923365	0.227256817354913	0.283470004169051	0.274029392972215	0.245251885434677	0.212613276638086	0.282099174406639	0.212245032723794	0.26806125871827	0.218011568378723	0.268977778078867	0.227573579022099	0.126317321735659	0.213636821499116	0.171233931649415	0.21407657875243	0	0.28594790149136	0.181602953272529	0.229685717520589	0.197163225517829	0.244537712917018	0.223486361524587	0.23728062244138	0.228580896316997	0.231813777850968	0.181598443406175	0.180004171012049	0.246052455237228	0.302229797598699	0.281012559219409	0.222174685605861	0.225112404782828	0.289236088661627	0.245014411794139	0.285551187554154	0.290164697403688	0.291439483775889	0.295100633146588	0.224701030730051	0.234992783929111	0.265263260879254	0.347635113357127	0.39426090534263	0.252471096138908	0.307209043072473	0.260948096693083	0.238231980081327	0.345772621286133	0.314782353774005	0.31182711871191	0.350606327821338	0.210201416087371	0.18486301355635	0.194200158668304	0.244715139393616	0.240426890525965	0.179522837516886	0.186214519931125	0.18232021915751	0.212267277800863	0.242627418647632	0.214295577787136	0.299647375253831	0.291050183249195	0.255395240196292	0.315144295197656	0.33428571260505	0.312258950723753
370(5A)_SD_t2C_2	0.290947139202014	0.288915267232118	0.256544191101583	0.204376584511009	0.280383880822472	0.283732667333269	0.227576092115977	0.318000461378426	0.316689481562603	0.323994736878928	0.261290238007907	0.252835691002413	0.266132391227953	0.195345492323346	0.217598097695019	0.234741619524648	0.240881175006827	0.294497231178499	0.27620505283068	0.294889526219146	0.285266704601942	0.276076458005558	0.265423261888478	0.323885820189908	0.297151590887061	0.290925367889489	0.262545114098523	0.258330150865734	0.27532690271383	0.275062023628505	0.230427830103606	0.269500793592899	0.248187521795886	0.281461288016156	0.227567251747309	0.258450858827905	0.347135537647084	0.264944655895387	0.374026384543229	0.264132892072825	0.28594790149136	0	0.29754463102069	0.231985896374804	0.302303292123405	0.222619067420625	0.284749647199437	0.256335364338759	0.3004768727823	0.254661853664379	0.312222030881594	0.291514808800552	0.240582306075964	0.229406443880988	0.244455362203103	0.259453853261058	0.258716477560588	0.274943704467458	0.25189695207472	0.259209221518519	0.242132060021961	0.236565932107917	0.250318241702996	0.259098339414183	0.261081502039326	0.228832687660696	0.217702629895185	0.250071804450415	0.240568920551899	0.296324436917182	0.247683515601302	0.259201277433969	0.270937702047026	0.248959726370556	0.248333731993292	0.237061011112175	0.291708886164602	0.316175494014836	0.296244840716082	0.276174824942261	0.289847498957882	0.291786783510252	0.289384034159856	0.297217219153602	0.240235919710301	0.278191967011711	0.244526804751291	0.243362292366295	0.246057796693035	0.221613531541529	0.245423515843314	0.271363369910148	0.247807185203243
370(5A)_SD_t2D_1	0.120583902918047	0.152877472417071	0.188872118147047	0.306458863713497	0.121162954605556	0.086860409867267	0.241657443511585	0.134977629590863	0.133952802938267	0.139584427518518	0.253505645487799	0.241910703045168	0.22406896375451	0.337377508255769	0.25334775054128	0.305031151755041	0.34637530091678	0.149539108633888	0.121964193942062	0.15807956710542	0.251096610586214	0.2358576883068	0.271024002004299	0.107060366111854	0.112826876631333	0.220419742203782	0.230993692780988	0.22233027690022	0.138978731980334	0.105185223293191	0.214014459498237	0.15441088632987	0.198969899389209	0.165389275366585	0.195420518078599	0.138132146549793	0.108334119522287	0.157065947107763	0.144989878993565	0.130760836718344	0.181602953272529	0.29754463102069	0	0.13690773680676	0.235823446157975	0.266043781591424	0.302298159347782	0.164440773891189	0.198045545649493	0.147559380575796	0.124698621116614	0.0991007375114744	0.207916929709609	0.285869424354621	0.260654290862943	0.13649434307704	0.140378120752251	0.254015646635557	0.209872661486913	0.250957752759752	0.242508609825773	0.248224408655902	0.245686500249708	0.281936878509841	0.294738412659096	0.292881630779975	0.348584636024416	0.401015213695495	0.186331083153361	0.238452711704195	0.186395726128635	0.131371037730899	0.317333022099351	0.288221287079969	0.27352545705413	0.357224651310353	0.10397883525295	0.0984011044230624	0.078148092347527	0.185810831354679	0.197881086841803	0.118766930906955	0.103333931213941	0.105086894925412	0.149702582127256	0.135082105291143	0.114858405384431	0.246036251378517	0.230916247642803	0.209830398178295	0.273051019516969	0.283551833562362	0.269618104826876
370(5A)_SD_t2D_2	0.161168457783865	0.166791295799974	0.146708465648181	0.269351789413104	0.141441551516202	0.136920282440496	0.172079253610012	0.167146499069011	0.17613188523339	0.181359060965925	0.19101415421217	0.173048961637715	0.16132135715439	0.289786596466463	0.229523872163546	0.295064198228041	0.301865260178592	0.15552420850201	0.133033897411213	0.162769524419912	0.21394391418657	0.198038600772164	0.197882802413196	0.198117695354013	0.179053072654545	0.242765790971013	0.212857834483112	0.203137416026366	0.148264753219055	0.131466968337552	0.14883221631782	0.141658782000549	0.160277641539955	0.158681997101389	0.129825983348644	0.118251490742709	0.212311459753952	0.137439893283757	0.23350573345409	0.100911717087712	0.229685717520589	0.231985896374804	0.13690773680676	0	0.255531659684504	0.267230054714988	0.30131784081387	0.12920395490026	0.224088359390745	0.147886602467355	0.187841554057731	0.152206771822994	0.178063855888395	0.229376311712504	0.235002212830105	0.140686388300807	0.143834203916864	0.224408094444252	0.183101308710885	0.195882777906133	0.171220297393875	0.17537792645057	0.175991627503536	0.275070282656605	0.287936415681703	0.282631367708061	0.294884837607687	0.348287794980907	0.156069637448183	0.207411322753555	0.147881058028101	0.111035497151165	0.249116338410069	0.222695723887962	0.209203399899283	0.298253250751556	0.177899728673403	0.193040116992323	0.163838320681474	0.2090442389341	0.224427571631402	0.178924872220675	0.173138554737788	0.165520227620402	0.14450486226482	0.152455835737642	0.11180596197579	0.175896644224228	0.167425246540793	0.143753608528711	0.208326732090452	0.221276610861316	0.20425441692961
