"sample_id"	"tissue"	"bacteria"	"type"	"treatment"	"time"	"Family"	"RA"
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"Hyphomicrobiaceae"	1.92811781386648
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"low abundance (< 1% RA)"	3.14968604415637
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"Neisseriaceae"	11.9895983509871
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"Oxalobacteraceae"	15.503580407249
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"Phyllobacteriaceae"	3.8538526611779
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"Pseudomonadaceae"	14.1452894708623
"370(-)_W_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"2"	"unclassified"	0.786081092351869
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Caulobacteraceae"	7.33214230182177
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Chromatiaceae"	8.4557948548708
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Comamonadaceae"	32.6842952023431
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Hyphomicrobiaceae"	5.8502283162982
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"low abundance (< 1% RA)"	4.40385488032037
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Oxalobacteraceae"	6.73144354923159
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Phyllobacteriaceae"	17.903234507335
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Pseudomonadaceae"	15.6330819051004
"370(-)_SD_t2A"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"unclassified"	1.00592448267874
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Caulobacteraceae"	3.11258641835944
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Chromatiaceae"	16.1572585320015
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Comamonadaceae"	37.2857465386892
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Hyphomicrobiaceae"	4.37202150314554
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"low abundance (< 1% RA)"	3.76671161743439
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Oxalobacteraceae"	5.50026543326642
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Phyllobacteriaceae"	8.97713612760323
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"Pseudomonadaceae"	20.3633079697101
"370(-)_SD_t2B"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"2"	"unclassified"	0.464965859790216
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Caulobacteraceae"	12.375076446215
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Chromatiaceae"	4.00246592770706
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Comamonadaceae"	23.821500237014
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Cryomorphaceae"	4.96108304330847
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Cytophagaceae"	4.09260491859246
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Flavobacteriaceae"	1.71043033385812
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Hyphomicrobiaceae"	3.22461801453522
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"low abundance (< 1% RA)"	6.91049222766113
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Methylophilaceae"	9.33392934773265
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Neisseriaceae"	1.20545549663637
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Oxalobacteraceae"	4.78964703339564
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Phyllobacteriaceae"	2.36768357530044
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Pseudomonadaceae"	9.91946437299367
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Rhizobiaceae"	1.12931629452608
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Rhodobacteraceae"	2.57055770737494
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Sinobacteraceae"	1.42380307946231
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"Sphingomonadaceae"	2.08867024111566
"370(-)_W_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"W"	"7"	"unclassified"	4.0732017025708
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Alteromonadaceae"	1.26067609816707
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Caulobacteraceae"	13.5790372192395
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Chromatiaceae"	5.32453823192198
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Comamonadaceae"	30.2430943133204
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Cytophagaceae"	1.47482940971468
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Flavobacteriaceae"	1.06571577208835
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Francisellaceae"	2.07940845198471
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Hyphomicrobiaceae"	7.34990327745481
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"low abundance (< 1% RA)"	3.79667557288536
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Methylophilaceae"	1.35714610407649
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Oxalobacteraceae"	4.2800357595624
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Phyllobacteriaceae"	6.92513220431438
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Pseudomonadaceae"	8.7520013738137
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Rhizobiaceae"	1.30815348327432
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Rhodobacteraceae"	1.30562809044947
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Sphingomonadaceae"	1.14046739970402
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"unclassified"	6.89280717615625
"370(-)_SD_t7C"	"L_minor370_DWC112"	"none"	"treated_tissue"	"SD"	"7"	"Xanthomonadaceae"	1.86475006187212
