	5A_C_432_9509_DAM_2	T0_W_A_C_2	T0_W_D_E_2	T10_432_DAM_B_A_2	T10_432_DAM_B_B_2	T10_432_DAM_B_C_2	T10_432_DAM_B_D_2	T10_432_DAM_B_E_2	T10_432_DAM_B_F_2	T10_432_DAM_B_G_2	T10_432_DAM_B_H_2	T10_432_DAM_B_I_2	T10_432_DAM_B_K_2	T10_432_DAM_B_L_2	T10_432_DAM_BJ_2	T10_432_DAM_W_A_C_2	T10_432_DAM_W_D_F_2	T10_432_DAM_W_G_I_2	T10_432_DAM_W_J_L_2	T10_W_A_C_2	T10_W_D_E_2	T5_432_DAM_B_H_2	T5_432_DAM_B_I_2	T5_432_DAM_B_J_2	T5_432_DAM_B_L_2	T5_432_DAM_W_D_F_2	T5_432_DAM_W_G_I_2	T5_432_DAM_W_J_L_2	T5_W_A_C_2	T5_W_D_E_2
T10_W_D_E_2	0.7919463087248322	0.8181818181818182	0.8188976377952756	0.9537414965986395	0.9205921938088829	0.9299191374663073	0.9359673024523161	0.9398976982097187	0.9365079365079365	0.9541547277936963	0.9407616361071932	0.9583333333333334	0.9368998628257887	0.9452054794520548	0.9318463444857497	0.8247422680412371	0.836901121304791	0.8140643623361145	0.7945945945945946	0.6748285994123409	0.0	0.9446870451237264	0.9262295081967213	0.9131034482758621	0.9047013977128335	0.7909336941813261	0.7764298093587522	0.8067340067340067	0.7915057915057915	0.7904829545454546
T5_432_DAM_B_H_2	0.9407008086253369	0.9789533560864618	0.9765576804441702	0.8993288590604027	0.8392282958199357	0.896875	0.8704318936877077	0.855457227138643	0.9099099099099099	0.8754863813229572	0.8888888888888888	0.8539823008849557	0.8561643835616438	0.8536585365853658	0.871313672922252	0.932824427480916	0.9441930618401206	0.9263565891472868	0.940251572327044	0.9541284403669725	0.9446870451237264	0.0	0.8870967741935484	0.9088050314465409	0.8979057591623036	0.9492583918813428	0.9235033259423503	0.956078431372549	0.9624548736462094	0.9697959183673469
T5_432_DAM_B_I_2	0.9208006962576153	0.9654403567447045	0.9607250755287009	0.8388059701492537	0.8011363636363636	0.8137535816618912	0.8100890207715133	0.8427835051546392	0.8156424581005587	0.8215488215488216	0.8108974358974359	0.8652482269503546	0.8313609467455622	0.8392857142857143	0.8039702233250621	0.892128279883382	0.8986975397973951	0.895870736086176	0.8863636363636364	0.9331140350877193	0.9262295081967213	0.8870967741935484	0.0	0.6308724832214765	0.6794520547945205	0.9267734553775744	0.9090909090909091	0.9226006191950464	0.9495091164095372	0.9458167330677291
T5_432_DAM_B_J_2	0.9190600522193212	0.9620111731843576	0.9519172245891662	0.8258258258258259	0.7885714285714286	0.8148148148148148	0.7934131736526946	0.8131578947368421	0.8	0.8067796610169492	0.8083067092651757	0.8621908127208481	0.8149253731343283	0.7975460122699386	0.7777777777777778	0.8988439306358381	0.8942028985507247	0.8862815884476535	0.8833333333333333	0.9238410596026491	0.9131034482758621	0.9088050314465409	0.6308724832214765	0.0	0.632768361581921	0.9244274809160306	0.9081309398099261	0.9151750972762646	0.9436619718309859	0.9416932907348243
T5_432_DAM_B_L_2	0.9078838174273859	0.9545454545454546	0.9460093896713615	0.8015463917525774	0.78239608801956	0.7780548628428927	0.7984886649874056	0.8202247191011236	0.7980769230769231	0.8232044198895028	0.7918918918918919	0.8620689655172413	0.8165829145728644	0.8051282051282052	0.7763157894736842	0.8823529411764706	0.889920424403183	0.8818770226537217	0.8736111111111111	0.9174406604747162	0.9047013977128335	0.8979057591623036	0.6794520547945205	0.632768361581921	0.0	0.9111600587371512	0.896414342629482	0.9011976047904192	0.937204591492235	0.9336890243902439
T5_432_DAM_W_D_F_2	0.6360316494217894	0.7469298245614036	0.7379406307977736	0.9461713419257013	0.8934681181959565	0.9198473282442748	0.9046875	0.898176291793313	0.9309827456864216	0.9345425867507886	0.9438029253271748	0.96066089693155	0.9161490683229814	0.9149765990639626	0.8899700598802395	0.8004087193460491	0.816655473472129	0.8357348703170029	0.8158253751705321	0.7777089783281734	0.7909336941813261	0.9492583918813428	0.9267734553775744	0.9244274809160306	0.9111600587371512	0.0	0.6563119629874422	0.6223373632700058	0.6664887940234792	0.7498655190962883
T5_432_DAM_W_G_I_2	0.6249078850405306	0.7851199216837983	0.7857142857142857	0.9338235294117647	0.8779443254817987	0.9006342494714588	0.9016042780748663	0.8917525773195877	0.9130434782608695	0.9155555555555556	0.9325481798715204	0.9477196885428254	0.8974082073434125	0.8968512486427795	0.8739837398373984	0.7788546255506608	0.7928633594429939	0.8021235521235521	0.7826475849731663	0.7478465152701644	0.7764298093587522	0.9235033259423503	0.9090909090909091	0.9081309398099261	0.896414342629482	0.6563119629874422	0.0	0.6741130091984231	0.7258548290341932	0.7625396825396825
T5_432_DAM_W_J_L_2	0.6468085106382979	0.7419212040725985	0.7448979591836735	0.9414934565050038	0.8869565217391304	0.918918918918919	0.8912869704236611	0.8893188854489165	0.9211935730680949	0.919967663702506	0.93984375	0.9593625498007968	0.9030976965845909	0.8983186549239391	0.8802440884820748	0.8	0.8066939890710383	0.8381712626995645	0.8106427090532136	0.7725563909774437	0.8067340067340067	0.956078431372549	0.9226006191950464	0.9151750972762646	0.9011976047904192	0.6223373632700058	0.6741130091984231	0.0	0.6766116142781033	0.7347945205479453
T5_W_A_C_2	0.6986607142857143	0.728762397585166	0.7200728265817024	0.9643356643356643	0.9345531315974666	0.9461161651504548	0.938122332859175	0.937973811164714	0.9530386740331491	0.9573391178597253	0.9609375	0.9723435225618632	0.9453900709219858	0.9466950959488273	0.9357674104124408	0.8395989974937343	0.8454828660436137	0.8747528015820699	0.8509433962264151	0.7393162393162394	0.7915057915057915	0.9624548736462094	0.9495091164095372	0.9436619718309859	0.937204591492235	0.6664887940234792	0.7258548290341932	0.6766116142781033	0.0	0.6995153473344103
T5_W_D_E_2	0.7517361111111112	0.7418330308529946	0.7496443812233285	0.9493161705551086	0.944006309148265	0.9352	0.949800796812749	0.9492307692307692	0.9374009508716323	0.9623259623259623	0.9451269451269452	0.961376994122586	0.9545816733067729	0.9552358113509193	0.9433534743202417	0.7961234745154343	0.8082386363636364	0.8677014042867701	0.8431372549019608	0.7458526874585268	0.7904829545454546	0.9697959183673469	0.9458167330677291	0.9416932907348243	0.9336890243902439	0.7498655190962883	0.7625396825396825	0.7347945205479453	0.6995153473344103	0.0
