"sample_id"	"location"	"type"	"species"	"Genus"	"instance"	"clr"
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"3"	10.2294614880462
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"3"	3.78142608647287
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"3"	7.29446065563305
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"3"	0.859460648945577
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"3"	5.06781811231143
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"4"	8.24702004980439
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"4"	5.58125243900807
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"4"	4.89363117755834
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"4"	5.86230966246043
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"4"	3.43327752000527
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"4"	-0.562818014208935
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"4"	6.24627135127918
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"4"	3.87622964194621
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"4"	5.30376037351282
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"4"	7.86661673979608
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"4"	5.65000699111074
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"4"	5.89364296500901
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"4"	7.07705372210358
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"4"	9.76985914818393
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"4"	2.31938215839968
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"4"	6.99918254720073
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"4"	-1.75464074052345
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"4"	3.96501906716397
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"5"	8.53845784356194
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"5"	5.66826266763668
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"5"	5.27112780213536
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"5"	5.91604743219407
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"5"	3.51275329804804
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"5"	-4.59045989139215
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"5"	6.56198837990812
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"5"	3.79460407651198
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"5"	5.77923415522082
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"5"	8.16966659098233
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"5"	5.8834601347009
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"5"	6.14241068064783
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"5"	7.04260847597574
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"5"	9.91157963716382
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"5"	4.02431616195207
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"5"	6.79251295241645
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"5"	1.43492536144618
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"5"	5.32844090225355
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"6"	8.45555435437799
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"6"	5.63725670228984
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"6"	5.46485008118867
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"6"	6.12817588443785
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"6"	2.83889560581192
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"6"	0.243987822074468
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"6"	6.22535948668663
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"6"	3.57767609874663
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"6"	6.07544667673702
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"6"	7.87311722266808
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"6"	5.69513914584871
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"6"	5.94910138839114
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"6"	7.14186057791065
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"6"	9.93505438032428
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"6"	3.63056560573387
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"6"	7.21756447079566
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"6"	-3.07602734492398
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"6"	4.69359259865445
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"7"	8.49367845847502
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"7"	5.68790376031802
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"7"	5.68655683979341
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"7"	6.0958305795553
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"7"	3.01829377267015
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"7"	-3.06539368046476
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"7"	6.39285277553602
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"7"	3.75163978761164
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"7"	5.85215204455286
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"7"	8.30100475174354
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"7"	6.03170942150896
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"7"	6.16585902926326
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"7"	7.39485900260545
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"7"	10.0726414660141
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"7"	3.24463076589963
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"7"	7.04521734143659
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"7"	-5.69261182145752
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"7"	5.15465922360301
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"8"	8.51705211304923
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"8"	5.49238461235986
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"8"	5.24850896184923
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"8"	6.38579337606243
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"8"	3.32550520833184
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"8"	0.464118880824621
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"8"	6.35661452885143
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"8"	3.74904620268351
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"8"	5.5365711184399
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"8"	7.96325173282558
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"8"	6.0611950966509
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"8"	6.09296366671339
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"8"	6.80286360262586
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"8"	9.95633139310491
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"8"	2.93851450276034
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"8"	6.95754734900268
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"8"	-2.89991438790967
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"8"	4.16761839394714
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"9"	8.87931457304564
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"9"	5.64707870660402
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"9"	5.91469927712585
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"9"	6.53484326520992
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"9"	4.11850633362447
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"9"	-11.4775232317761
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"9"	6.71950089158566
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"9"	3.87333571476587
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"9"	5.81284240866934
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"9"	8.44358065240978
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"9"	6.48796659790036
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"9"	6.52566554367134
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"9"	7.55450650849121
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"9"	10.2904637783508
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"9"	2.86300542438222
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"9"	7.50964000251251
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"9"	1.24970697470204
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"9"	5.33914017679276
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"10"	8.63446585673575
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"10"	5.28100305362417
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"10"	5.7252351636572
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"10"	5.96748227772892
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"10"	3.9183369972217
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"10"	-0.488999837346238
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"10"	6.50420609153768
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"10"	4.38902789254166
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"10"	5.45590838991349
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"10"	7.89879514593964
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"10"	6.08204170851137
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"10"	6.11788464804721
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"10"	7.26874414758387
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"10"	9.94413296461062
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"10"	3.73222120346983
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"10"	7.07794735251364
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"10"	-2.9139270332049
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"10"	4.82351188652328
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"11"	8.92243926283666
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"11"	5.74617833212541
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"11"	5.5812016416841
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"11"	6.5433892486774
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"11"	3.80597089219429
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"11"	1.23439257868194
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"11"	6.89135070887136
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"11"	3.59996074931983
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"11"	6.13136178355278
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"11"	8.53657880415919
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"11"	6.18470146314039
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"11"	6.62837450100518
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"11"	7.79713540804716
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"11"	10.4555448112717
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"11"	3.4949348286321
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"11"	7.34978377978792
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"11"	-3.60321550112305
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"11"	5.226693282169
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"12"	8.75537446656545
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"12"	6.25852405336536
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"12"	5.33451382864952
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"12"	6.24674653626103
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"12"	3.7324119316795
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"12"	-8.55652907867985
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"12"	6.84891656038364
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"12"	3.12476264513793
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"12"	5.64093596996378
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"12"	8.47311190134178
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"12"	6.19619571369303
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"12"	6.40419652126761
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"12"	7.51449939783286
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"12"	10.2078616506552
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"12"	3.13105479233507
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"12"	7.48304460155801
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"12"	-1.01724746213847
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Uliginosibacterium"	"12"	5.15799578871126
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Agrobacterium"	"13"	8.86953919258733
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Azohydromonas"	"13"	5.6511094861163
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Blastomonas"	"13"	5.58905080312023
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Caulobacter"	"13"	6.83475968007025
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Corynebacterium"	"13"	3.67205473482329
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Fusibacter"	"13"	-0.138124265289088
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Leptothrix"	"13"	6.85556088905955
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Luteolibacter"	"13"	4.43858064426355
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Methylotenera"	"13"	5.51201690792503
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Novosphingobium"	"13"	8.50615693537275
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Propionivibrio"	"13"	6.00983954455361
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Pseudomonas"	"13"	6.46171003142565
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rheinheimera"	"13"	7.74840154840139
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodobacter"	"13"	10.3448891337709
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rhodococcus"	"13"	3.65054159705186
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"Rubrivivax"	"13"	7.5750864914692
"CH_DT_A"	"Caldwell_House"	"rinsed_tissue"	"duckweed"	"u114"	"13"	-0.311559270699096
