feature_id	CH_DT_A	CH_DT_B	CH_DT_C	CH_RS_B	CH_W_A	CH_W_B	CH_W_C	CH_W_D	PP_CT_D	PP_DT_B	PP_W_A	PP_W_B	PP_W_C	PP_W_D
e748ab28995ffb116490b24d30cfe42f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5920395267998106ddff18082921e4d1	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8062c61f4df95387f7f2f4fec661cc61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
99a30a406b7b41aad5ae18fadfcdf5ac	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	8.0	3.0	4.0
12168bd4067993bf4d150c43fe830093	0.0	0.0	0.0	0.0	12.0	11.0	13.0	12.0	0.0	0.0	11.0	9.0	6.0	7.0
9bff7a8c5bbab825aa0d7b2eb2b054f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
b679ccaf5532bb1b72cb939c99ca8c8e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
862f741a8e7a3a16bf9ce4d0326479e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
6a3359cffaff83ea5cafaac97b51539e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
8109a6f699f91dd66fdf0d13506d62dc	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31333da10571301607c4bbfc90d5f21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
54dfee31b51ef1654261db8b577cb3dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
85ae455b9091824d9a3e41e00ec13e99	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320c7b1ba50a382f7567f0a520e5bd23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
a8a1011ffbceb9fa149e13cfdac1d3c8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e5fc7546e6961c934b83f058b579a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
f8e1e5343783176269409910a8bae5fa	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
db74646f355ac8f6d4ff8f453d81c2d6	0.0	0.0	0.0	0.0	16.0	15.0	19.0	14.0	0.0	0.0	1.0	1.0	1.0	4.0
609e92ea6e08ac39a02ae7c80adfd66c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
f44a5bc27c51d2e96e135eaee0ec7908	8.0	11.0	27.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ff7959a40e92ae7be1865b16af9c3d98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4a09f6bd7ce54aed03e18542c874099a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
13c0603dc45fe8d0b95ceb964b6b5f2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	4.0
7b6a65472920433b41c7eeb63ba5b4d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
660ce91cd5c6af1fa7d92d33bb871654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	22.0	0.0	0.0	0.0	0.0
b364f82c18dcde439317b18a65cebbc0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
cf507f39a29ad8f6ee8c3ec219d04147	0.0	0.0	0.0	0.0	26.0	24.0	33.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
e894471e1397394ff93a6211d4a502de	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ac0d85124a2b16b4df4e4ee824f31a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3bf0ba4c27c10e5b6b52681d63cb4fbb	0.0	39.0	0.0	14.0	0.0	0.0	0.0	0.0	43.0	17.0	3.0	1.0	0.0	3.0
12f98a439d08d4669f455b8e1b1079b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
cdbae106a25071d378e623c5585d4bf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
f5b6c2eb7cb8abe47e15769ef1549158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
bbf60a14d66761ae8c9e5fd9dc7d4fb3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d727fcc64d5742e24ce9accbf05e5d5c	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	4.0	2.0
853320537a221b41d6a975e5052a3429	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4629ce759f787a673ae94b1ccd8811c9	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c23baacb6bf4902ce7fde27469bf81be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d75505874bc959e2844d15a8ad5a7b99	11.0	15.0	0.0	0.0	217.0	110.0	172.0	108.0	0.0	0.0	69.0	90.0	80.0	63.0
356a5f96b214f3f3f638bfac4debfd53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
85ad6b1147d7a2c3611a89d293d21f4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
0df1c892c8926ed6c04d4ccd34850753	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f092ee401b18961c6aefdd2ed28833fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	1.0
0bbf10d2da472dee3987e63e3fa25503	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697f360f3e6bb57c72ad335cba5955d5	0.0	0.0	0.0	0.0	5.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
f739ed6d8181469cec7960b11641734e	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9be24787c4d7a80ec5ae6d27a88d133	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bcf3fc6efeeb41513000fa0258a8f51f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d566447870898244df04d2b32de65548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
f4922fb7e3c663ad431a990d764e7139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
a9515c2883a1b58b3aaf763a72274a0d	10.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a6da07922e10022611fd506d5ec9ffc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
d7474dae77d23801d6ec4668b0c5b50b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
f6696803d34f69ef210f01b8ce79fdf9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
e58836618c6a75c268059cab135a8698	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daf42e0e74e37c174814a6d25645296f	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
fdd4b1adfe614de2f1253750a878b23a	0.0	0.0	0.0	0.0	34.0	38.0	51.0	27.0	0.0	0.0	68.0	58.0	60.0	75.0
08f718ee60c9b481f1b4b950893d0020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
0286616089d89d8962ad5d059d49f85d	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58f243f4c4cf40b12a1bf942d879780e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
d54f4f723c1fcbb8cdfed259e20eb9f3	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
3de007b56d161a0577cd497169ef6610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
ef188f6502a5fe08caba8bf39ab1edb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
910517247ac93e5880449366b185faac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	6.0	5.0
954b0ad6ac2c4b59aca182481658bc19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0
dcb3352b97a465aa08e471de4a1f1763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
567baef19abed192e930bd5777ad282e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
42fcab647e6298f99c53099e967aabd1	0.0	0.0	0.0	0.0	3.0	3.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
fc291547a12b6cf1aeb8b193d06f572d	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2d31bc99b304c1af928d98a91d96b2af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
3fae80b4aecff47aa88071b63ff5c37d	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed9281621e76503f2e000b86c013ea48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
a2291550420a480c72f63cd38cf9f10d	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43c0fd132b86e3a8b6c1e5b83108a2ec	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9fd48e5e3fd234779548cec92ab74fa9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
96d6581578752dbd07c7df003c2c539c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
243391fc586b40dfa09e0e85e68008e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d3ef00c6aa90a30744c2fe90620103d2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c5821907d3ace935e434bc03df131d63	0.0	0.0	0.0	0.0	58.0	31.0	52.0	21.0	0.0	0.0	196.0	165.0	169.0	190.0
4059e6b7e29595f80fde2ff47b3a6bd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
825ff31b04e553036fd7f3624f7fb2c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
a57a3ef302168044d3fce64b31659067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0
e6f66d5c4f7fad3d53d3d22d8bd12177	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	4.0	5.0
1aa9d35276a0b7f47e767ac3d0111cb1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
116ec42e9120c42a3eed1350b134c452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
0a857c58e1f1a3924f5f1ad515d6f108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
c5877483c7df2a207df7d8b58d03b5b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
f4c0ffc84316361ea23beb5ff1cd23a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
f82e3d6562e51983fbcec6c333049a42	0.0	0.0	0.0	0.0	35.0	23.0	46.0	25.0	0.0	0.0	116.0	88.0	84.0	116.0
27bef2b6c38f75ed00d2092e3a0b5658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2d0325c3595bd886d02d42ffd3f8fcba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
c9d9a1ae2c73efbcb113b58926d046fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
3584e1515d55862e72c3524b48f19a2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
8b334aea5863864a266f9466acba7991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
f952c96d2feb9944ff2a9c16f02ccf5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0
c5285c015e1a02a72f3b838e64bdff3c	0.0	0.0	0.0	0.0	7.0	4.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
705566e510cfc92d5e0f6140acf057fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8ab6c484d3de7a8d45541f22553167c4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0
1203d9fb8ad9ba815af59a299a7b66cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
7a6f5e43c4f28db5a4d858e4d88d84da	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
b7831d961788685270c45e308e6a224b	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3eaf824f63e63d3f4ab1594601f74257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
2cdaf45d1213064dac6bd20543d35b10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0
e1d694a3bc1205695f41bc3493751229	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9140595af7166d3ad07d46283ba3148c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0adfb63ae04fb53ad44f9bb469196971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
13d80c1ca36e2d897161d4a435704b80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
55900b1dc870fe8f32bfc673f8039b85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	1.0
a1a11354cda0ec74c375f5ca5d983099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
d28ad935c37cedf0a6581f9aabadc1e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0
df12743ea64746b3c03c3e8c3cee0cfa	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83889a31dc95f1d7b242ecfe5affc6bc	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9ec00fc6a2ea48e4628ac75efb637af6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2aaf7a2fd5cd11d2079c1f76f84b5aed	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
077c412e8de5238752e623831fa54f80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
e8fc854c8882a69a23e34ee667f4c7fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
55d03dbbddbe351ac015d5ffd39740e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
788d0fabb8726bd5a1d840bf4f335351	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e26365266f9b9b6dd8eab240633e2a0f	0.0	0.0	0.0	0.0	29.0	24.0	24.0	24.0	0.0	0.0	19.0	19.0	7.0	19.0
