feature_id	CH_DT_A	CH_DT_B	CH_DT_C	CH_RS_B	CH_W_A	CH_W_B	CH_W_C	CH_W_D	PP_CT_D	PP_DT_B	PP_W_A	PP_W_B	PP_W_C	PP_W_D
c071a32387a7a4fa0ce3a750d689f938	0.0	42.0	0.0	123.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
0e63e8f44d2bd5c19000c19f34d74273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
754dca7384d07270dc5a38ffc6c9af8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
89e0a901edb20bb7df253cd948d14d03	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89f77787a8781428e4483e086aa425ff	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
818acb6d3d642da08fba27297dbdb3ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
abd05489e2485edc75426cd4abfb0935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
b308c488785b47f81dfc32aad4794698	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9b2ee7752933e31b62cdc60431417107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
d612f97fbbc1344c446ae714483bb968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
6f5b81fc677833e3b3b8592fab4f096f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
0c11635fe7fddf1d4941da5535dbe43f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
926b9b4687d07148eae9984f58d15b3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
80e03351283e62fbc966055514aa5885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0
3c3f817e1b056103d827020a1c0a22b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1faa18df38e8daf5c78f5496e504c8f3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d10c707efa5ea9c6ab54ffbb84b3d2f0	0.0	27.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6f2bfae566d7fe578348e47651a3d8fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
2a809c4d5e6ded6abf3907d77f66c407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
b71824f8e1ce90702cae5338136087d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
850cb092cf574d228eb6f3b84325efb4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781da3925a6d6255d571d0e228df2e35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
140d6790ad2aa80c2e879ef1c53e3f53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
eba64828d03d3202d394014ea54859e1	0.0	20.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668130f5351c151a32e864dde96daf28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2db36cc2198d2c238071a0a8c42595b2	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5384711922c06487e43c1af93ce2f600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
26c4d921d2379b03debe68872328362c	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bbadd1576d39ac19f8713d13f6ea295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0
2c2572b9e71b02f75ac56ffbf9d2b141	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eff3fb2771b2888412d69e7d591e1f65	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40b7aef59e6e54ed75b8befe33cc1507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ce0bdabcc20fcddf08f5e74c9550fd6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
6b46aed9b189f8211c14664f7bff1e68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
7d269f33569faa54c272cd7e987c555a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
299d6add657bca87b577373f57538fa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
2f8df4a721ae5d404a2e00f2712468c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
eb45d5e8b2dbaf218c9ef25fe5b841e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
fd9be4fd742b45a43088b15407b006b3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
61f57ee613ea61435189e25277c6f65f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55d333048721790ffbcc97eeafc20b02	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7fce5ef347cb2ddd5c32b8db30d0c539	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04799d5b7a7b525bfcf62df4e816bc3e	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38c6a5ec4a59674272d8d59e7b5c13e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
bce106d87aa323c099c9538c8f46efaf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
dd4b3982cecb764aa83ba9a0fa80e6e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
9f24213a7d2c6fc5adfa958ff650c1e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
7958e07438c1ff7edd949794d4f94bd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
60517dbe34151cb4a9b11cfa4c65893f	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a226f11e05210a854fe9c0f6a7cfff8d	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4e70b977fde63a72dbad06872d38c236	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73bb01223cd2e88e6db897e778f7d937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
10d45494b6c106d532eabe49b16f3355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
b2b60f8bae109104562a0a442479da16	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46eafc07b85d32b7f2198f5073500fc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3f793d001a93b6332d36bd83e5452378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
1d7a5980b596a87df5152a52b4b36c74	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b333bc179922e5eeb2062b7664d0b657	0.0	0.0	0.0	0.0	4.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
71f1a525be3b6d4bc32c0d80e489332e	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
678d207076734bcced92107febe2391a	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4960434f434f60c9697a35f96ad58ce6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
3cc3cefd3fc5f2af6a2124e0fdea906d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
07f6db63f1d131cacffc6d7cf6d8f7e7	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6dd7b425db99f8f9cd751871c0918f7e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0
935b0156580c864f49aa4343a0a5dfe5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0
8d3716432a1f952b7b98df6030a5db31	20.0	22.0	0.0	7.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ede7d019609ec8229630cfa5a5ae7233	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2e6206b9b4bb3732620ba92ad9cf7026	0.0	0.0	0.0	0.0	21.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efaa260ea368751500dea4c7f36319f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
77beef6eb29050db3626e8222861c56e	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
05f75347ec8029fa5ee1a7e1c2554591	0.0	0.0	0.0	0.0	1.0	2.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
40fd6baf2c2d87af748db89dbea5464a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7775c9c49e468e944bd371d197c88a7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
db52b28aacb3672fcb3f3f6547d9f631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0
841b56b4ddf367e23a8cbca07b7a0839	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3756b86860308cfb3b6a5a622a904f97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	5.0	2.0
19122dda609a9fa3e04d23a6f60829eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
a978400789e07b6ea51b113c6280821b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
032e62912a7599338c1cc60568f0a8b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2f431c9cf935705d902b973e8d082d8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
fb0274589b949bb5a68a49a8bc166367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
13892d6a8ac55136018b9d5b11eef340	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09e32bc7a3e080fd4f356eb6b82dc8d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
df59b843eec42b5ed33b3d5ec1bbfa55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
34f037766a84e87b8ce0ac146d89f728	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f020b68dcf592d3254a8b9733a8700b	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67b0aec54a408d67abe713b3030990c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
47e37e43b105ef17ca7328764584bcb4	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22c5f57b97e4789952610a23506a90e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
0dab6483c5c31e331d18b3a74d188b02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
b5daa11c9a77f1084d09185e4b316932	0.0	0.0	0.0	9.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
07341f161c031e45bd727e76ee34d005	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
daa59be27f1439ac8aed5e4557107f58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
5ce51b46d4cc20f8d80c3532d15fc81a	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9c02b7579702679e06bc0890f7609534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
13216658ee1626f4b94992c78dea2022	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b638d6871f652ae6571570780456379	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32f353aa55d9c8cfafce458f45db1511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0
6af7bafc077cffaaeb1d01ba144b2e66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
e116285316819c94dcb04ec5b2fed62e	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b446ef80d351ed7ebeebd95b7b938141	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51d285dbc1efaf94bc4b7310cfa68748	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
063dc0126db32ae30a2c59e72052605a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
a427cf0bd854f29c38ff989d56f16d0e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
bff08cdfafb2407f376122b787b10ad4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
180027183013c79faf9d0c0e41bfa191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0
a4637cb535548d3e6efa15c2f5c0e5bf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
5d155c2c3e80160d066a0fde1d85aeec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
c92a62d41d9b3b6c36f0bcc51b209fa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	14.0	14.0	9.0
523efd44e9ced772eb2150ea65eace3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
c8ac565b2778a027a65c8f4d4ab0a06a	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	5.0	8.0	4.0
982ad16f79312db48c115c5d57532264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
28e3b092b0a454adda3e4939910dbeb1	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	4.0	1.0	5.0	3.0
32a34c9081d630ff37fd3206329b9a27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
2c40a60434c08616f513539461bbe8fc	0.0	0.0	0.0	0.0	16.0	16.0	19.0	20.0	0.0	0.0	19.0	22.0	22.0	26.0
782093908ea9a64a6cae9e8ebe376736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6d9b3e5a69859890c5cb31cfcf4c6049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
1336dbba398594fe8184307c044a38e1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
476a44cb9f4ba3787a730b37b54dfff5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
b175d1e9a1475ba7134ebc81d4050d8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ff96251b93887577bb484e63e2ecad6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0
84821a93e9f46ad11be6f1475c3e3350	0.0	0.0	0.0	0.0	8.0	13.0	9.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0
248f74edfdd0c36258a4a145ea021c2c	0.0	0.0	0.0	0.0	5.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dcbd9de6891571478e2dd6c429ea3bbc	27.0	30.0	11.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40a0a29f64e2f83200701ba7a1b83fda	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	6.0	1.0
f454cc011e7144e33bda107977cb7b0a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
85f3cf173b34854a0944a1c3f984d52b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0
29550a7acde135af02ac6b4ea6ff44ee	6.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdb135a84fa105581c9adb88b73f36ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
c1e6514d393a2507c058d2bf5da5b2f7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52bf65737f1753e0aed9c944a170c06f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
d593a5c2d2662f3db45da2d54f86e7cf	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	29.0	49.0	38.0	26.0
dacc8b002af51f62fc2fac0bb84fcca4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
fd75198c7d3c1755e787557763f2f62c	0.0	0.0	0.0	0.0	14.0	11.0	10.0	9.0	82.0	63.0	80.0	85.0	70.0	99.0
2d87c752740774fdcbbc08e597f394a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
58b092f4a62ed736d20a2b5cd00b24e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
1f0b0b5e1b79a08123521a298937903a	0.0	0.0	0.0	1.0	11.0	4.0	3.0	5.0	41.0	35.0	2.0	0.0	0.0	0.0
2fabdc5264d97754dbe4b78e88b662bf	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0
6731378526b86d7a2f8a42a793ba5709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
c17cf08d43c9f68c512356500a1c8f0c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9b4a492682278ec515cc102860863f0b	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6db32e3307ae319bcdcd50338eb9dad7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
6d0d63864b2c2bf9537cf5c43f27a1e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1a86e9e79b9ddf809633e794f0f96895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ae22b6c18f4843249472033aa3185bbd	22.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ac82a694d3c8684992f4d3bbb59b8028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
370620ed10512f6cb6882768b937aaa8	0.0	0.0	0.0	0.0	2.0	9.0	2.0	4.0	0.0	0.0	3.0	2.0	1.0	0.0
6de6ad10dcaa88bcd504351adba61461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	0.0	0.0	0.0	0.0
b072ec6e0ff1673a80235530fa3c85e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
a69b24fe6b4a5ea62bef36c1310ec888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	3.0	4.0
507a18c0895e6415ce9bcb2368ae9f1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
928bbb792cc520cc995aa5596a2fc19f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
bb47aa19ff4dfe8460330a9b3d21c8d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
5d88b11930ff0f7237941ab04f2e7a9f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7aa029e5030de77cbdcf848f5354f474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
46e174d0606b381cffba8d6adeb45801	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a680a0eb106b3fb3f13e7d13060aed19	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98a70673089441eecb834989c8253c6c	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2eadaca52f8a38ef667d079820395f43	33.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2b8c7823e22df545df0fa61410f48b2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
adfe93424942bcd67ced20587fb5d547	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224ecf103b430e20ef7e335d2a83b865	0.0	0.0	0.0	0.0	1.0	1.0	4.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
a4a69febc9c700d78e9c4b444bdf8289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	25.0	0.0	0.0	0.0	0.0
4113ce19f30cc94290dd76fe486a2545	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
b889c22c140f06b2a118f201fb083e21	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798302ef5f0f4a513110b8019b70415a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	36.0	26.0	31.0
05f599954baa24ecebde6c3c3179dd22	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dd64fabd633eb84823833fad22bd6814	40.0	40.0	47.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81ecc81e78e8fcc2b1763930812da88b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3c67b94ed5a44c59dd1e00ae5e6cc12c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
85c77259b4ca624ce22325fe7c2235d2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
a32e21c065db1783771f71c8389639f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0
577cef360a20eb14f64c886419f0a19f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
d9c0398aadd96bf91855f43e2f865d18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	5.0	5.0
c8f9837d03e5599cd2f42002fca0091c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	2.0	3.0
1d528c84045d0b2f0aad1951e866b15c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
867e6e984851a215691ca771c6225788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
6d5ab37e8528f060e584e88ee6af1744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
