	pielou_e
CH_DT_A	0.9031273534169116
CH_DT_B	0.9028177381983934
CH_DT_C	0.844406582983084
CH_RS_B	0.7986716415560403
CH_W_A	0.7823832533917638
CH_W_B	0.7781787361891799
CH_W_C	0.7724597676746418
CH_W_D	0.7922221819251275
PP_CT_D	0.9153879605385717
PP_DT_B	0.9123776288928724
PP_W_A	0.8297115525474433
PP_W_B	0.8224211378585752
PP_W_C	0.8218483999107452
PP_W_D	0.8295664081175974
