	shannon
CH_DT_A	6.038761524735764
CH_DT_B	6.191506890628642
CH_DT_C	5.12224564538507
CH_RS_B	7.106456836659877
CH_W_A	6.801638609127189
CH_W_B	6.78657394484864
CH_W_C	6.780711420110969
CH_W_D	7.0174890314112774
PP_CT_D	6.643325456159852
PP_DT_B	7.032022049953783
PP_W_A	7.548742324679629
PP_W_B	7.7897059072471695
PP_W_C	7.79425882159291
PP_W_D	7.930930969686345
