"(Intercept) Estimate"	"(Intercept) Std. Error"	"(Intercept) t value"	"(Intercept) Pr(>|t|)"	"model.TISSUEleaf_like Estimate"	"model.TISSUEleaf_like Std. Error"	"model.TISSUEleaf_like t value"	"model.TISSUEleaf_like Pr(>|t|)"	"model.HOSTduckweed Estimate"	"model.HOSTduckweed Std. Error"	"model.HOSTduckweed t value"	"model.HOSTduckweed Pr(>|t|)"	"model.HOSTrice Estimate"	"model.HOSTrice Std. Error"	"model.HOSTrice t value"	"model.HOSTrice Pr(>|t|)"	"(Intercept) Pr(>|t|).BH"	"model.TISSUEleaf_like Pr(>|t|).BH"	"model.HOSTduckweed Pr(>|t|).BH"	"model.HOSTrice Pr(>|t|).BH"
"Reclinomonas"	-1.31926097219496	0.460269362483869	-2.85427780685754	0.0374481333571966	0.660458023168574	0.62401700097514	1.05848345777419	0.351217588879049	1.41216475535942	0.747504924177498	1.8964935966278	0.148397012186342	-0.337671717686018	0.511871068547089	-0.66933114202102	0.476588783742878	0.706159398182754	0.992990522860808	0.928685760245892	1
"Rheinheimera"	0.218266273166626	0.717069578750775	0.310807474060648	0.625685142891387	-2.23139619747503	0.972177695269142	-2.29866217033789	0.0447883941820896	6.13655856245205	1.16456380716167	5.27599090490683	4.53247601110361e-06	4.61876432321122	0.797461663572347	5.79597713474484	3.53414216441823e-07	1	0.959835358270981	0.00223501442069056	0.000166294360448714
"Rhizobium"	8.60365589713368	0.592354963130202	14.5589723214951	7.08274853585617e-31	-6.35160776743737	0.803094009148182	-7.9253894835403	2.49304617859141e-11	-0.189689273932887	0.962019825545797	-0.193431582841981	0.627095466028832	-6.96537378767561	0.658765046407482	-10.5893378773826	3.70901544070243e-19	3.85881439401127e-28	1.34380945893461e-08	1	1.97236521455776e-16
"Rhodanobacter"	-1.18109075931467	0.641856071648039	-1.83957547563381	0.121853284721867	0.445172729437263	0.870205869723799	0.511791205206388	0.579332622237722	4.86220984507765	1.04241258114796	4.67958745044648	0.000129260598034083	-0.429971688743925	0.713815821837225	-0.598797302569766	0.514033466080308	0.996449678651014	1	0.052051456573599	1
"Rhodobacter"	2.20169670692595	0.654976623503097	3.37710697898629	0.00481807523078112	2.09820273720955	0.887994252108295	2.36889930995856	0.0321101759332352	2.65401403454246	1.06372114069807	2.50054835907051	0.0197723173626071	3.39770095564498	0.728407344639725	4.67305807126099	3.38217516029868e-05	0.478729867838978	0.975893771610263	0.984195953045673	0.015067823888408
"Rhodococcus"	1.40775922017451	0.534190267179529	2.66211268634358	0.0424945689985906	4.15793439074369	0.724236361674324	5.75469296328044	4.38626937225015e-06	-3.57564010949618	0.86755688670976	-4.13300994466829	0.000488511236209068	-3.25010632609612	0.59407939166975	-5.49515154834911	2.06534393474188e-05	0.757587963305559	0.00212849453633574	0.139831699748476	0.00903552937117944
"Rhodocytophaga"	-0.698162357116792	0.494596567946959	-1.40027709473465	0.269045531696083	-0.119774204984883	0.670556617884109	-0.179854828001351	0.520012327979479	0.0902247649932724	0.803254355289832	0.109039612164699	0.566659790398483	0.943934571411996	0.550046764721616	1.72097479099951	0.177913300684448	0.990810217317611	1	0.999969277558731	0.978753611720304
"Rhodoferax"	-1.11116544470425	0.602598998676736	-1.83835565929053	0.133367498534537	-0.0117850558102998	0.81698251196995	-0.0170776870712052	0.553133268406676	6.53891347023024	0.978656750873955	6.69892510913417	7.67840288085904e-08	0.364217992951451	0.67015756098447	0.544703672596243	0.51383416511237	0.983264544891416	1	3.91810651540955e-05	1
"Rhodoplanes"	9.84261495691096	0.476799691016046	20.6928376820971	4.92235927147317e-53	-5.2143253122385	0.646428238560272	-8.07931340737574	5.29550052326877e-12	-1.63871354943316	0.774351164625465	-2.11744507607293	0.0703381858566423	-3.2399097524326	0.530254644815424	-6.12024952824334	2.91148371659465e-08	2.77130025071206e-50	2.85157262151215e-09	0.990915036434687	1.39954616980743e-05
"Rhodovibrio"	-1.10565158484972	0.441563143391587	-2.49213257159355	0.0580689567931553	0.503748391841409	0.598655767556179	0.845195263695249	0.370175795160796	-0.273842274669577	0.717124907552528	-0.382644505695017	0.495225765506345	-0.341734242451706	0.49106765833623	-0.702233622819944	0.469184766231329	0.821819254733773	1	1	0.997446715712261
"Rickettsia"	-0.814729322794576	0.47941279303284	-1.69840817733119	0.177955393930373	0.824862206800291	0.649970990297997	1.27487863056924	0.295147151844863	1.03492060572743	0.778594998311006	1.33953381174078	0.275213225800802	-0.596569903298513	0.533160706853402	-1.1164250035288	0.336442739246115	0.975247019812054	0.986778462926057	0.975777266125569	0.998474776902012
"Rickettsiella"	-1.220121350185	0.436774314038047	-2.77903986368002	0.0504008975025526	0.503278624450809	0.592163241277109	0.85220450461811	0.3699357677272	-0.190982995424033	0.709347562774465	-0.274677431842991	0.525513105097762	-0.327012751701858	0.48574194387838	-0.685716193888807	0.407469724507785	0.714633301337731	0.991329763605297	0.997212984193835	0.99249657367353
"Roseiflexus"	-1.15785319656029	0.430412657670453	-2.68420189091086	0.0528905080659498	0.349872357804855	0.583538331493156	0.597460142526754	0.460256716739598	-0.0851469595474733	0.699015853022943	-0.120876761972748	0.46078220825233	-0.544559936060428	0.478667069667686	-1.14280874188826	0.315479728048628	0.750801190963937	0.98738259221269	1	0.989292432670744
"Roseobacter"	-1.18258927620719	0.430867795083259	-2.74643818034856	0.0405009260034578	0.633321125735459	0.584155390777394	1.09252868644731	0.328954174839579	-0.373205027154405	0.69975502335445	-0.53171398207727	0.479826536727702	-0.517793889546909	0.479173233433554	-1.08119011047358	0.33026833321354	0.726915244963705	0.991239076500012	1	0.99684739203054
"Roseococcus"	-1.02142262209895	0.476403762769412	-2.14192393624055	0.0869723573878232	0.426617539092746	0.645891452979469	0.667161696832689	0.446581328291085	0.968291938152723	0.773708153514791	1.25580901503624	0.301522821532369	-0.275170534177439	0.52981432827213	-0.517817205811754	0.482933219857089	0.914978688903507	1	0.99136117400807	1
"Roseomonas"	0.827201398019261	0.588621773738915	1.41462909440428	0.224360702534102	1.52834972981849	0.798032682373244	1.92207203503518	0.104658900668333	-2.07724236728859	0.955956903091399	-2.17932859735487	0.0568355272358602	0.178046844912756	0.654613321790195	0.276581056739593	0.606879526707795	1	0.993816712279861	0.974507376338448	1
"Rothia"	-0.855009787737368	0.457940184347432	-1.86592718832285	0.152406182310113	1.26820196011744	0.620859183240776	2.05066279799655	0.115258933629342	-0.743753170173229	0.743722199824791	-0.998529552007702	0.392597467403512	-0.934131196340948	0.509280761655706	-1.83396811647757	0.166178247556886	0.949485875499226	0.939276637143257	1	0.959372648093849
"Rubellimicrobium"	0.0929296643253555	0.475464089903838	0.206110490136796	0.518969944935683	4.03051140759265	0.644617477583173	6.27469478906057	3.00768723546228e-06	-4.87868977952428	0.772182068679724	-6.341216698284	1.3178453958117e-06	-1.9031725569414	0.528769306828186	-3.60782579917912	0.00863990735253479	1	0.00146651566305838	0.000649192055935766	0.397219948680128
"Rubricoccus"	-0.609126668194058	0.453111110959559	-1.33718010764471	0.310726233321173	2.49043135968651	0.614312095516475	4.07599123725059	0.00301520368140376	-2.77530176115373	0.735879496332275	-3.79006680955184	0.00816827527240796	-1.29482154013545	0.503910291325455	-2.57467473702134	0.0682235157535359	0.97438990865024	0.208675314416429	0.31480041402581	0.782887734070286
"Rubrivivax"	8.32629664870579	0.517710030555209	16.113349993132	7.84590946365662e-37	-9.07792996036557	0.701893036934719	-12.9498886275496	1.13102337152295e-25	4.22761854525218	0.840791998510796	5.03851349825723	5.61897450146658e-05	-0.177606004534883	0.575751523211864	-0.308134070186805	0.690012750227381	4.32514874612848e-34	6.36874567903924e-23	0.0264106507757721	1
"Rubrobacter"	1.40712532838751	0.530391140765078	2.66564907611425	0.0280032092310282	-0.149727269749139	0.719085639804249	-0.199955067336438	0.583933214158381	-2.12964150198527	0.861386878593099	-2.48029568018636	0.0481426302226048	-0.951662204981092	0.589854337699578	-1.61112674913433	0.176030630843628	0.835612216711739	1	0.870637577767164	0.992464292319695
"Rudanella"	-0.96616703174585	0.435929417419029	-2.20821571554642	0.0951473021060228	1.14550074171889	0.591017760179934	1.94677164320953	0.142517525193073	-0.942191853842392	0.70797540022224	-1.33366692874333	0.280940257951806	-0.650643501743097	0.48480232423293	-1.35092553510204	0.280168911739116	0.870178486111463	0.937264398998267	0.984104022076064	0.993314575478785
"Ruminobacter"	-1.17971856895513	0.444374204305211	-2.63815801426198	0.0527027960297098	0.312826990099417	0.602466904998418	0.512135794339411	0.460055227117034	-0.0473136860716509	0.721690238305279	-0.0647772093898229	0.490784879540972	-0.132426968196367	0.494193872833416	-0.272455435698443	0.476846825450595	0.742190141805585	1	0.994205408022223	1
"Ruminococcus"	-0.942231302342926	0.512577853378326	-1.83310614933555	0.146351855160279	0.32155199037118	0.694935011762005	0.465122511525257	0.5103229467214	0.306328741351296	0.832457036368696	0.374127836642694	0.565919840887336	0.185090036464927	0.570043967528976	0.326763225282417	0.512714884266632	0.961194055923779	1	1	1
"Runella"	-0.954844500126968	0.502805454512448	-1.89047610816686	0.132240723917599	-0.368615380222578	0.681685937351079	-0.545329638527309	0.50797982308928	3.34682194557683	0.81658607716809	4.11976574518903	0.00113257503924428	0.850718755289954	0.559175965751167	1.52567198250522	0.205577442232146	0.961270153859364	1	0.203745588423295	0.99523452969938
"SC3-56"	-1.26294549958226	0.439822190890577	-2.86554360607521	0.0377738442229998	0.472893332603314	0.596295445433808	0.792633180032132	0.428089953962758	0.306783263634224	0.714297496750643	0.435320280441728	0.524616004958941	-0.323608969334982	0.489131524216478	-0.667167011467356	0.428978043703605	0.675854042408635	0.992081055042552	0.994618169597556	1
"SGSH944"	-1.23699913045986	0.42824650762633	-2.8846720731598	0.0322279990419875	0.438379737546992	0.580601541508045	0.752623565859398	0.415664548706771	0.0239941732234822	0.695497896025432	0.0451221559879083	0.522421028582909	-0.455198712439165	0.476258068269601	-0.953991747938403	0.383342604927317	0.693989385220032	1	1	1
"SHD-231"	-1.21252141979855	0.425818917275733	-2.83412506412842	0.0447163037336155	0.507549108542723	0.577310299957661	0.878048383487644	0.388053295440173	-0.139339039951203	0.691555344361416	-0.201205440453731	0.521234531589691	-0.42720491965174	0.473558315976621	-0.918192559511027	0.405019568423898	0.658567405547757	0.996850005042535	0.992213455141666	0.981717940122821
"SJA-88"	-0.888355936114053	0.526711895040258	-1.68189967771966	0.161748644267399	-0.839206534215731	0.714097447953585	-1.18209814881036	0.31678797930227	0.853678325418767	0.855411563873651	1.00335031457076	0.385680845080823	1.71210864570314	0.585762604479606	2.93594187295529	0.0195556504222239	0.988724851489542	0.992405095759653	0.99183650265399	0.691778421424854
"Saccharomonospora"	-1.21629155401492	0.435528822194543	-2.79027323559323	0.0335882000735675	0.727429776043552	0.59047464727483	1.23691429930568	0.314098662399195	-0.403185560698752	0.707324809660901	-0.569561356402424	0.444061731840622	-0.49152416203952	0.484356817487692	-1.01689392394624	0.360513425694159	0.743973699114578	0.993701684507292	0.991828630349072	1
"Saccharopolyspora"	-1.13918603256758	0.434210399362887	-2.61742842225762	0.0544435556453831	0.88172579142911	0.58868717600586	1.49714556034203	0.232048343407841	-0.574631942264164	0.705183612268373	-0.816741028131491	0.424732358191214	-0.592140672142664	0.482890583671922	-1.23021509620529	0.298823186300834	0.754878719549338	0.98183973321286	0.992159462223679	0.995363644239019
"Saccharothrix"	-1.25494456259093	0.441309175721569	-2.84123882856055	0.0413032661229608	0.395320596193472	0.598311447128388	0.6611672206326	0.423213160566859	-0.0123482405467451	0.716712448893765	-0.0161362173020473	0.477746160135608	-0.210859517127096	0.490785217849801	-0.428826463871914	0.483397978037796	0.714262937862896	0.993584121071321	1	1
"Salinibacterium"	1.24263213049111	0.555186975770514	2.24917789122288	0.0652513442532382	3.02960365451488	0.752702960134384	4.03137664037092	0.00070491572635395	-1.61967221549368	0.901656795029927	-1.7961668911516	0.126118257260927	-2.97230953579365	0.617430082674772	-4.82403689855257	0.000136991487862223	0.937994588708222	0.163665320198467	0.999946887204972	0.0384192278151235
"Salinicoccus"	-1.23965998286745	0.430591148613059	-2.87786477149192	0.0392449422971434	0.501871401716069	0.583780323230571	0.868925438220123	0.386057386049924	0.0630584436782658	0.699305732970196	0.0883246071980381	0.52525045608616	-0.46881327502741	0.478865571581923	-0.97868569209719	0.319661489726238	0.686841705533358	0.991376286621255	0.996564801631797	1
"Salinispora"	-1.22397675975048	0.434687229363137	-2.80679147681846	0.0427454762300087	0.728423655918629	0.589333645336613	1.235227932004	0.313499383773373	-0.390410019589442	0.705958012657005	-0.552014981859381	0.441045766336846	-0.533425207307562	0.483420872024001	-1.10857976946306	0.362184124417988	0.697233316088755	0.992856269190364	0.997660623275769	0.979674382540417
"Sanguibacter"	-1.0708454823878	0.442042758619708	-2.41245627147534	0.0809990760031072	0.861172741929588	0.599306013000845	1.43814934618685	0.260541021191186	-0.68813095790411	0.71790383131751	-0.964794155448209	0.402988887240719	-0.506295512830861	0.49160104417357	-1.03138466209206	0.336566996635763	0.834860965148685	0.986358083382741	0.988854572489121	0.993117434687063
"Saprolegnia"	-1.31066627889539	0.434803056973692	-2.99954755572947	0.0290093422044209	0.523302749843797	0.589490680334074	0.880087624629442	0.399454842099274	-0.0978339306350807	0.706146123611812	-0.134931945724791	0.551743070702675	-0.362947598831954	0.483549685296433	-0.763973100423957	0.45808236650628	0.631002847122996	0.998705355856856	1	0.992547273899728
"Saprospira"	-1.23384380874927	0.433368988857757	-2.83568892189689	0.0506004200052748	0.381822201278931	0.587546421259191	0.650142728300537	0.436802410330732	-0.0470883164167612	0.703817111373235	-0.0721361765790436	0.533585492624371	-0.116829768658617	0.481954840975465	-0.247022785734471	0.485833728815841	0.674108012543184	1	1	0.996770780265565
"SargSea-WGS"	-1.22165807911796	0.42855083208259	-2.84888407365603	0.0247277473562687	0.438396065269127	0.581014133894151	0.762823713082047	0.416842473477574	-0.035623720682191	0.695992137111509	-0.0529024552292185	0.509454027708	-0.440960393510323	0.476596511140902	-0.928407420359746	0.373776176668435	0.743904944454109	0.983522894093511	1	1
"Sedimentibacter"	-0.858121663748832	0.440859104960679	-1.94222071312807	0.13591869565725	0.885778815284569	0.597701257032481	1.49635963678668	0.232732093007349	-0.893722847114574	0.715981507107463	-1.25627663778159	0.304431298826193	-0.602810599156571	0.490284688768188	-1.22985777981698	0.306209020908426	0.936374484705938	0.973510507242003	0.977143511707622	0.985957747428255
"Sediminibacterium"	-1.28197511301613	0.568051811034104	-2.25626695366006	0.0636797317784593	0.718389530849479	0.770144650964948	0.937729295062934	0.421230462562158	5.46773207387403	0.922550055568428	5.93779109910835	7.74839985414967e-07	1.71609691519335	0.63173721999436	2.72534716361699	0.028482128732093	0.942527783271533	1	0.000391955959616576	0.801363175877703
"Segetibacter"	-0.962368435384958	0.490565195159561	-1.95397643539552	0.138543648972037	0.144812810373706	0.665091024556261	0.216877475378085	0.539702816543197	0.0608801430139416	0.796707165197681	0.0774570441237215	0.557092337905285	0.338223750680329	0.545563426779544	0.624515733422713	0.469269777291529	0.929377875188939	1	1	1
"Selenomonas"	-1.16895219558258	0.440806442283452	-2.63617308893083	0.0524648670659351	0.371464015579306	0.597629858828332	0.622831067818994	0.438083866859316	-0.0518057869160045	0.715895979775523	-0.0751550359030567	0.478315907235026	-0.287356424696567	0.490226121974345	-0.598179020181918	0.456192375950684	0.774150086786777	0.996074416652194	0.993125642194183	0.992650643020908
"Serratia"	-1.13949743687789	0.465524352483762	-2.44498380797897	0.0472845691680385	0.375729960364484	0.631141531450492	0.595696589556514	0.42053575446139	1.21510332611179	0.756039341676471	1.62282337413369	0.199253265360221	-0.442599915019129	0.51771520584081	-0.858365314301486	0.421893113150735	0.885287479528263	1	0.981610099893414	1
"Shewanella"	-0.995944894946827	0.507592759955726	-1.94987497691113	0.116653525772324	-0.0667345833989524	0.688176397566256	-0.0949669845779682	0.578721241895851	0.730334499727016	0.824360947024906	0.879092743914871	0.377181013533336	0.67703645864163	0.564499985450171	1.19756707269521	0.306060681050537	0.958502926734181	1	0.999186365353027	0.997262543199694
"Shimazuella"	-0.702618194464999	0.445270689587576	-1.56744607556993	0.21306341676912	0.758462682970808	0.603682328189527	1.25974725618005	0.275853497413348	-0.8862316119729	0.723146183926783	-1.22748148853895	0.304723658220466	-0.867658032391587	0.495190864849014	-1.75775859227603	0.166256068865802	0.994667849046247	0.999668827137992	0.990805126427071	0.962665728128325
"Shinella"	-1.01503063069676	0.435234656292645	-2.32569632780661	0.0884775780135271	0.311594446326519	0.590075827499165	0.526574096077282	0.478755795246362	-0.128774628256313	0.706847066673605	-0.181873875812441	0.495140104614763	-0.655866851418972	0.48402967206632	-1.35440307749051	0.300504738788452	0.858779287260296	1	1	0.967991852573747
"Skermanella"	2.59052167462903	0.568792877472506	4.5780824196475	0.000262561467692981	-1.39151445494099	0.771149362757885	-1.80579193522919	0.114916734516274	-1.83461586657347	0.923753591708351	-1.99643076983082	0.0943412778571576	3.2535952592609	0.632561368852851	5.15115223871756	7.52431926842194e-06	0.0712705203222472	0.998232281981819	0.966529559818908	0.00340690090126649
"Sodalis"	-1.13100382779478	0.432041160035645	-2.60478450754612	0.0602851680005493	0.805222510179868	0.585746197679435	1.37837751448309	0.265012384789033	-0.540488444904199	0.70166063809064	-0.774902974085395	0.407960875834895	-0.581335181394913	0.480478146645097	-1.2189804056783	0.3001548845083	0.787173348534761	0.987344369789942	0.994523721228761	0.987604784355751
"Solibacillus"	-0.747782690047575	0.436798506283429	-1.7005683685691	0.192499450145914	0.625990439577283	0.592196040271872	1.05559723253593	0.351296736726011	-0.798199301647916	0.709386852425317	-1.12643488960507	0.331036727938257	-0.918882526449868	0.485768848364108	-1.90159145149454	0.134868294861864	0.956314089353444	0.996409419640247	0.991643228639897	0.930740208335618
"Solirubrobacter"	-0.845012719233929	0.505312087372521	-1.6664654299418	0.172037674298327	-0.744516591156872	0.685084341953652	-1.09193495276867	0.348524410107947	0.79296537299081	0.820656998586578	0.976060206830509	0.371491084937207	1.46662900582656	0.561963622165265	2.61872023360661	0.0439437053956333	0.968316358879686	0.992208194993451	0.986527928829004	0.780306617859936
"Solwaraspora"	-0.640638411936091	0.55914797359632	-1.13890511889756	0.339286301835573	-1.57119272091615	0.758073141566381	-2.08277975811441	0.0923296496842914	1.56320723727275	0.908089691982849	1.73115960358722	0.157735463762324	2.64059428766373	0.621835155779499	4.26292221856205	0.000558503933504981	0.994547244934147	0.970812777378082	0.987547507487118	0.15094163310437
"Sorangium"	0.173674136190611	0.486571258173776	0.374779971274216	0.514334265835246	2.90862114863398	0.659676185370564	4.42762762876903	0.000699330370238628	-3.98348875464148	0.790220773082382	-5.06644106428096	0.000126148410485491	-1.35630507277959	0.541121721640643	-2.51561271623124	0.0620104906488061	1	0.0923731967427296	0.038162108634807	0.842714234105896
"Sphaerisporangium"	-1.11099462942448	0.443300311262213	-2.49347835513952	0.0703985810208897	1.01399008981175	0.601010958609888	1.69324295655299	0.186095132187529	-0.814641937068808	0.719946171888717	-1.14417479425208	0.327106354662836	-0.604577489044395	0.492999583523221	-1.23671467214643	0.318673376444449	0.819647631345803	0.95172275803523	0.992424395778349	0.967742208818342
"Sphingobacterium"	-1.09973980934989	0.493637929847104	-2.21896064957308	0.080610178309126	0.457003665210404	0.669256930090718	0.68373707828032	0.463368251034473	0.132015925592299	0.80169746978201	0.167383265603038	0.580712239215216	0.38943167185302	0.548980651813569	0.711598158106781	0.470314879672319	0.908283689898713	0.99354601332362	1	1
"Sphingobium"	-0.428381571045823	0.597387893610324	-0.708468057789753	0.498377757016213	3.29214075033181	0.809917479142737	4.07289401780645	0.000472374613455504	0.431082480972896	0.970193605127021	0.445717354110133	0.623423909967307	1.07313657316297	0.66436222865068	1.61666420620439	0.167884865638239	1	0.138798113660436	1	0.996741075641157
"Sphingomonas"	5.31630802062528	0.5748818516247	9.27413250981037	7.59187963470167e-15	8.84351383509634	0.779404579592136	11.3658839015728	8.62813160830894e-23	-6.03229883643393	0.933642449262092	-6.46917078868656	1.32837599262072e-09	-0.757801085643892	0.639332989907138	-1.1865246346481	0.25421272251457	3.99289257131904e-12	4.83901520568034e-20	7.10990546792041e-07	1
"Sphingopyxis"	-0.50370704975569	0.511361975375234	-0.976942350569179	0.388132703445559	2.07666370223492	0.693286567162203	3.00403134945304	0.0164277070200364	-0.684228645988851	0.830482377899999	-0.821779184562371	0.440932090623526	-1.10009937743839	0.56869177504476	-1.94006003077102	0.146650416477968	1	0.666755843229336	1	0.942212217110684
"Spirochaeta"	0.457595864720975	0.441119133947166	1.05717173371226	0.359695868348936	-3.9309043856741	0.598053795179793	-6.59533661032188	1.01617877567159e-06	4.16415416529651	0.716403809706054	5.83275380082053	9.04293037263192e-06	5.44529423758017	0.490573870117232	11.1344964430156	3.89755637943782e-18	0.994030705458984	0.000500253771748361	0.00437890781642866	2.05497240155746e-15
"Spirosoma"	-0.525477549391453	0.528781091276956	-0.985352271852409	0.3851537269704	4.31311998868113	0.716902791379194	6.03182063062358	8.33551681567028e-07	-3.2031142230871	0.858772062099459	-3.73970985989057	0.000968720947656026	-0.157048202112487	0.588063782387682	-0.264048547272944	0.566464400418055	0.994918590448904	0.000413711671180106	0.292424002817401	1
"Sporocytophaga"	-1.22860880679792	0.435130151877828	-2.81670052892286	0.0371198836480296	0.342977437919252	0.58993414409193	0.583935711199714	0.426523026765924	-0.0242347247580052	0.706677345264706	-0.0306119175321384	0.490555860278404	-0.229001384655907	0.483913451455433	-0.476648688097304	0.457857883361687	0.713657839725454	1	0.993056188781679	1
"Sporolactobacillus"	-1.1206365287712	0.435575093042317	-2.56785572462263	0.0606500764805087	0.576695419229022	0.590537379661589	0.984672585917965	0.35803614302968	-0.305441403630919	0.707399956280199	-0.442520594706399	0.465826838578345	-0.576286578163889	0.484408275851475	-1.1937221298917	0.318161674767148	0.779709251820187	0.988669054534853	0.9923420647761	0.979728890717793
"Sporomusa"	-0.303748941091813	0.556896441465887	-0.537037371084375	0.495628094037615	-2.54168866324987	0.755020593553952	-3.37614152724913	0.00568473661823383	2.05323055502521	0.904433069379598	2.27716256032939	0.076733122752742	4.11332796419151	0.619331199941003	6.66195258741844	9.45107200678116e-07	1	0.509611357656306	0.915720480722857	0.000426368477951816
"Sporosarcina"	0.210907490231802	0.468866545940686	0.465249770353385	0.551461562358113	0.692005680965522	0.635672759699998	1.09483652831467	0.328518014800897	-1.81168847438058	0.761467263389798	-2.3938773021722	0.070748401630922	-1.88534731077679	0.521432099198333	-3.62942029477652	0.00422441440258323	1	0.995439818528848	0.859089739897526	0.363175239855671
"Sporotomaculum"	-1.21881672245786	0.430917495640406	-2.81788985996188	0.0370915829949537	0.457373057032042	0.584222773043401	0.790610871483002	0.421940278094566	-0.0668357447142378	0.699835740026533	-0.105061933163984	0.548957684389101	-0.480737543585264	0.479228506018192	-1.00942473712915	0.380550761227198	0.722425046964178	1	1	0.992887766690457
"Staphylococcus"	1.40731554933388	0.522825754370872	2.70834474777778	0.0266669966867846	5.17670104783668	0.708828755219418	7.31928559700987	4.05565408350741e-10	-2.17167956237095	0.849100239411956	-2.56321481700329	0.0218349567289924	-2.79281347763449	0.581440780914752	-4.81435406268898	0.000155690026334082	0.804908247479441	2.15196122581067e-07	0.945954838146933	0.0431392423544925
"Stenotrophomonas"	2.00784673782392	0.681086059429698	2.95587839631189	0.00923639779201055	2.67350486094996	0.92339250633088	2.89806024355344	0.00975381883302048	-0.949044377849572	1.10612442345691	-0.85882644367682	0.419584688593192	-0.399095707859337	0.757443960926302	-0.526995652318264	0.586094941509634	0.750330887901415	0.823156808136272	1	1
"Steroidobacter"	6.11200723237035	0.538865275635359	11.3785898034286	2.16711128301538e-18	-5.07263292847147	0.730574573586579	-6.95729810842844	1.52212052377064e-08	-0.722379491266318	0.875149379554484	-0.829406115952469	0.428855296113728	-0.809998542333275	0.599278524544548	-1.35676674767371	0.220925312071853	1.13995596085793e-15	7.83779070155837e-06	0.999042829412489	1
"Streptacidiphilus"	-1.19625296273186	0.430494478398525	-2.77066217719761	0.033438245199067	0.619011465120175	0.583649261156329	1.06132999340949	0.368284666010518	-0.322711642893966	0.699148734770282	-0.462256444340783	0.462559466066305	-0.50985907111932	0.478758063478965	-1.07235362144274	0.351804365217523	0.744114624893302	0.995314465860752	1	1
"Streptococcus"	1.1929671769975	0.492176041139281	2.44927350544403	0.0760538860786674	3.97291086439112	0.66727495283659	5.96502868586929	4.77587658839867e-06	-3.04685434569821	0.799323275241231	-3.82248782033832	0.00136528338296554	-3.01811793982957	0.547354867879283	-5.53554049406092	3.31508536296937e-05	0.810995197232439	0.0023125965521962	0.260564164547305	0.0142451902140684
"Streptomyces"	10.5636629299447	0.517276960497464	20.4752058700923	7.59197590946045e-49	-7.34756432537538	0.701305895793741	-10.4968663771918	1.16580586125591e-18	-0.801415915623688	0.840088666881397	-0.950633410566708	0.380112966412019	-3.56212062717739	0.575269900815758	-6.20609567794443	2.81696898938904e-08	4.25919415918371e-46	6.46095174095522e-16	1	1.36019897459615e-05
"Streptosporangium"	0.778829219997019	0.451828265008205	1.75412922150098	0.170327978973861	-0.438416320926059	0.612572858129574	-0.71242846808841	0.447802846837718	-1.18777784845351	0.733796077917407	-1.63544536841249	0.203572145784234	-2.36333962532643	0.502483622984209	-4.73025239828283	0.000331898636296908	0.961161866058192	0.998855125888963	0.967898467740396	0.0821507980996583
"Sulfobacillus"	-1.2226314261094	0.433798910288476	-2.80791701638087	0.0464678633700846	0.502139965195608	0.588129293602472	0.853528574997606	0.415082263659679	-0.194624239896615	0.70451532944436	-0.272397253000985	0.519661584813228	-0.416649152497421	0.482432961745758	-0.869848158615871	0.398766456522977	0.72049572616087	0.987481787315249	1	0.99146093004675
"Sulfuricurvum"	-0.567116336053931	0.551531433428696	-1.02042753600954	0.380283064389257	-1.73965742182695	0.747746904496074	-2.33600766899418	0.0629107499695769	1.36744354730778	0.895719976019636	1.53365125250483	0.226555842433326	3.43121635577289	0.613364710270822	5.60678494466815	2.88108651886894e-06	1	0.910313535587014	0.978241860387315	0.00131872850748382
"Sulfuritalea"	-0.883428381171966	0.519189452316837	-1.69408302279423	0.183637085359327	-0.678765377408878	0.703898784886062	-0.975934838473026	0.385512774634153	0.913882375837008	0.843194667777731	1.09211432201696	0.344777064149718	1.41289872906646	0.577396805865198	2.45427652360979	0.0555170317279962	0.966272053493846	1	1	0.884515376317249
"Sulfurospirillum"	-0.403008330759183	0.55636735121695	-0.708642652490894	0.454861188437509	-2.09130374756796	0.754303271617499	-2.78244974714724	0.0215424543715192	2.18956369758107	0.903573795227001	2.42614043939059	0.0493554984686153	3.61532975039632	0.61874279234068	5.84796932778912	7.84253380955662e-07	1	0.777112804733818	0.869011415359017	0.000365666520937459
"Symbiobacterium"	0.0050782311397951	0.591232138430692	0.0155615241815553	0.569363953529414	-2.30640250939849	0.801571722942061	-2.88927459161534	0.0219284820534347	1.39757574486998	0.960196291197687	1.46406398490898	0.240422880419213	3.99953661117696	0.657516339616251	6.1024453776227	1.35659554445479e-06	1	0.734783314208742	0.991497128634756	0.000615648714202143
"Synechococcus"	-1.15154505522916	0.447340671629407	-2.56696335044657	0.0679338681027796	0.364367124951274	0.606488736982076	0.604500741567636	0.443060243908736	-0.146353245398898	0.726507958347043	-0.200484273589659	0.494333278454408	0.0886154887375211	0.497492916660387	0.177255785572334	0.462168574991555	0.769496021090501	1	1	0.994895921506637
"Syntrophobacter"	0.00312310520096994	0.54939363471747	0.0143667498819286	0.560596626778797	-3.07244786259278	0.744848552250188	-4.13170082484307	0.00105050392831567	2.40003597159561	0.892248063279414	2.6926810591639	0.0398782987747245	5.04565375390844	0.610987238729487	8.27731017517701	2.03028630104677e-11	1	0.190168603329446	0.779533582662779	1.01562117419532e-08
