	5A_C_432_9509_DAM_2	T0_W_A_C_2	T0_W_D_E_2	T10_432_DAM_B_B_2	T10_432_DAM_B_C_2	T10_432_DAM_B_D_2	T10_432_DAM_B_E_2	T10_432_DAM_B_F_2	T10_432_DAM_B_G_2	T10_432_DAM_B_H_2	T10_432_DAM_B_I_2	T10_432_DAM_B_K_2	T10_432_DAM_B_L_2	T10_432_DAM_BJ_2	T10_432_DAM_W_A_C_2	T10_432_DAM_W_D_F_2	T10_432_DAM_W_G_I_2	T10_432_DAM_W_J_L_2	T10_432_DAM370_1_B_A_2	T10_432_DAM370_1_B_B_2	T10_432_DAM370_1_B_C_2	T10_432_DAM370_1_B_D_2	T10_432_DAM370_1_B_E_2	T10_432_DAM370_1_B_F_2	T10_432_DAM370_1_B_G_2	T10_432_DAM370_1_B_H_2	T10_432_DAM370_1_B_I_2	T10_432_DAM370_1_B_J_2	T10_432_DAM370_1_B_K_2	T10_432_DAM370_1_B_L_2	T10_432_DAM370_1_W_A_C_2	T10_432_DAM370_1_W_D_F_2	T10_432_DAM370_1_W_G_I_2	T10_432_DAM370_1_W_J_L_2	T10_W_A_C_2	T10_W_D_E_2	T5_432_DAM_B_H_2	T5_432_DAM_B_I_2	T5_432_DAM_B_J_2	T5_432_DAM_B_L_2	T5_432_DAM_W_D_F_2	T5_432_DAM_W_G_I_2	T5_432_DAM_W_J_L_2	T5_432_DAM370_1_B_H_2	T5_432_DAM370_1_B_I_2	T5_432_DAM370_1_B_J_2	T5_432_DAM370_1_B_K_2	T5_432_DAM370_1_B_K_2a	T5_432_DAM370_1_B_L_2	T5_432_DAM370_1_W_A_C_2	T5_432_DAM370_1_W_D_F_2	T5_432_DAM370_1_W_G_I_2	T5_432_DAM370_1_W_J_L_2	T5_W_A_C_2	T5_W_D_E_2	370(-)_SD_t2A	370(-)_SD_t2B	370(-)_SD_t7C	370(-)_t2A	370(-)_W_t2A	370(-)_W_t2B	370(-)_W_t7C	370(1A)_SD_t2A	370(1A)_SD_t2B	370(1A)_SD_t2C	370(1A)_SD_t7A	370(1A)_SD_t7B	370(1A)_SD_t7C	370(1A)_t2A	370(1A)_t2B	370(1A)_t2C	370(1A)_t7A	370(1A)_W_t2A	370(1A)_W_t2B	370(1A)_W_t2C	370(1A)_W_t7A	370(1A)_W_t7B	370(1A)_W_t7C	370(3D)_SD_t2A	370(3D)_SD_t2B	370(3D)_t2A	370(3D)_t2B	370(3D)_t2C	370(3D)_W_t0A	370(3D)_W_t0B	370(3D)_W_t0C	370(3D)_W_t2A	370(3D)_W_t2C	370(3D)_W_t7A_1	370(3D)_W_t7A_2	370(3D)_W_t7B_1	370(3D)_W_t7B_2	370(3D)_W_t7C_1	370(3D)_W_t7C_2	370(5A)_SD_t2A_1	370(5A)_SD_t2A_2	370(5A)_SD_t2B_1	370(5A)_SD_t2B_2	370(5A)_SD_t2C_1	370(5A)_SD_t2C_2	370(5A)_SD_t2D_1	370(5A)_SD_t2D_2	370(5A)_t2C	370(5A)_t2D	370(5A)_W_t0B	370(5A)_W_t2B	370(5A)_W_t7B	432(-)_t2B	432(-)_SD_t2A	432(-)_SD_t2B	432(-)_SD_t2C	432(-)_SD_t7C	432(-)_SD_t7D	432(-)_t2C	432(-)_W_t2A	432(-)_W_t2B	432(-)_W_t7C	432(-)_W_t7D	432(1A)_SD_t7A	432(1A)_SD_t7B	432(1A)_SD_t7C	432(1A)_SD_t7D	432(1A)_t2A	432(1A)_t2B	432(1A)_t2D	432(1A)_t7C	432(1A)_t7D	432(1A)_W_t2A	432(1A)_W_t2B	432(1A)_W_t2C	432(1A)_W_t2D	432(1A)_W_t7A	432(1A)_W_t7B	432(1A)_W_t7C	432(1A)_W_t7D	432(3D)_SD_t2A	432(3D)_SD_t2B	432(3D)_SD_t2C	432(3D)_t0A	432(3D)_t2A	432(3D)_t2B	432(3D)_W_t2A	432(3D)_W_t2B	432(3D)_W_t2C	432(5A)_SD_t2A	432(5A)_SD_t2B	432(5A)_SD_t2C	432(5A)_SD_t7A	432(5A)_SD_t7B	432(5A)_SD_t7C	432(5A)_W_t7A	432(5A)_W_t7B	432(5A)_W_t7C
5A_C_432_9509_DAM_2	0.0	0.7501370967741936	0.7092822580645162	0.7952177419354839	0.8361854838709677	0.8234758064516129	0.8301129032258064	0.8466209677419355	0.8402419354838709	0.7837419354838709	0.8869193548387097	0.8498870967741935	0.8464516129032258	0.7885806451612903	0.7610241935483871	0.8017983870967742	0.7548387096774194	0.7961290322580645	0.8343870967741935	0.8496854838709678	0.8371290322580646	0.852233870967742	0.8631290322580645	0.8179274193548387	0.8505403225806452	0.863741935483871	0.8420725806451613	0.8657016129032258	0.8533064516129032	0.8642177419354838	0.6976935483870967	0.7616854838709678	0.7949435483870968	0.7855	0.7682822580645161	0.8111209677419355	0.644774193548387	0.7667338709677419	0.7119032258064516	0.6842903225806451	0.3492096774193548	0.3968709677419355	0.41718548387096777	0.7719032258064517	0.711983870967742	0.6777016129032258	0.7467177419354839	0.7114758064516129	0.7254919354838709	0.45070967741935486	0.4070967741935484	0.5204354838709677	0.5480725806451613	0.6779758064516129	0.7218145161290322	0.9621693548387097	0.9674919354838709	0.9671209677419355	0.9161451612903225	0.9500241935483871	0.9334758064516129	0.9488951612903226	0.9732096774193548	0.9612096774193548	0.9691370967741936	0.9654193548387097	0.9671774193548387	0.9702258064516129	0.9264596774193549	0.9384193548387096	0.9242338709677419	0.9106532258064516	0.9453387096774194	0.9554516129032258	0.9435241935483871	0.9501854838709678	0.9593145161290323	0.9644838709677419	0.9539112903225806	0.9673306451612903	0.9700483870967742	0.9755322580645162	0.9758870967741935	0.9994354838709677	0.9993790322580646	0.9998306451612903	0.9441290322580645	0.931008064516129	0.9610645161290322	0.9625322580645161	0.9656290322580645	0.9719758064516129	0.9650806451612903	0.9685403225806452	0.9467177419354839	0.9718145161290322	0.973991935483871	0.9678387096774194	0.9352258064516129	0.9155161290322581	0.9693951612903225	0.977508064516129	0.9613548387096774	0.9266048387096775	0.9966935483870968	0.9061532258064516	0.9647338709677419	0.9812983870967742	0.9526370967741935	0.9656774193548388	0.9641774193548387	0.9657983870967742	0.9543548387096774	0.9568467741935484	0.9690967741935483	0.9543387096774194	0.958508064516129	0.9716048387096774	0.96925	0.9729032258064516	0.9706451612903226	0.9691451612903226	0.9505806451612904	0.9458709677419355	0.9311854838709678	0.9371693548387097	0.9127661290322581	0.9554435483870968	0.9636854838709678	0.9629112903225806	0.9629032258064516	0.9562983870967742	0.9609516129032258	0.9648951612903226	0.93025	0.9652822580645162	0.9764112903225807	0.9655645161290323	0.9996693548387097	0.9802822580645161	0.9775887096774194	0.9631693548387097	0.9622983870967742	0.9550161290322581	0.9563709677419355	0.9720806451612903	0.9637903225806451	0.9705645161290323	0.9734032258064517	0.9643306451612903	0.961975806451613	0.9638709677419355	0.9568064516129032
T0_W_A_C_2	0.7501370967741936	0.0	0.3017661290322581	0.9640161290322581	0.9696290322580645	0.9676209677419355	0.9708548387096774	0.9705564516129033	0.9744758064516129	0.9619354838709677	0.978225806451613	0.9743225806451613	0.9709677419354839	0.9685806451612903	0.8542096774193548	0.8786048387096774	0.8729274193548388	0.8524758064516129	0.962516129032258	0.9548548387096775	0.9657258064516129	0.9624758064516129	0.9773790322580646	0.9689274193548387	0.9690483870967742	0.9650887096774193	0.9722580645161291	0.9743387096774193	0.973766129032258	0.9537661290322581	0.8518064516129032	0.868758064516129	0.8886048387096774	0.8700403225806451	0.7865	0.8525967741935484	0.984516129032258	0.9689516129032258	0.9579435483870967	0.9537016129032259	0.6544516129032258	0.7981290322580645	0.6703387096774194	0.9594354838709678	0.9541290322580646	0.9652016129032258	0.9601532258064516	0.9594596774193548	0.9652096774193548	0.7859596774193548	0.7811290322580645	0.7941532258064516	0.7534838709677419	0.629258064516129	0.6841935483870968	0.9895322580645162	0.9925322580645162	0.9806129032258064	0.8995080645161291	0.9820725806451613	0.984225806451613	0.9649193548387097	0.9905403225806452	0.9940967741935484	0.9896451612903225	0.9714032258064517	0.9688064516129032	0.977233870967742	0.8611048387096775	0.9134274193548387	0.8864596774193548	0.8944274193548387	0.979225806451613	0.9812580645161291	0.9794274193548387	0.9709112903225806	0.9695241935483871	0.9757983870967742	0.9921612903225806	0.991983870967742	0.971758064516129	0.9758870967741935	0.9754838709677419	0.9995080645161291	0.9996854838709678	0.9998306451612903	0.9821370967741936	0.9805887096774194	0.9677338709677419	0.9795806451612903	0.9723629032258064	0.9829596774193549	0.9725725806451613	0.9821129032258065	0.9903870967741936	0.9834758064516129	0.991991935483871	0.9837016129032258	0.9516129032258065	0.8724758064516129	0.9921935483870967	0.9844596774193548	0.9649032258064516	0.8989354838709678	0.9978790322580645	0.8973145161290322	0.9770887096774193	0.9829112903225806	0.974241935483871	0.9865645161290323	0.9814516129032258	0.9683709677419354	0.942508064516129	0.9451209677419354	0.9801612903225806	0.9758951612903226	0.9536612903225806	0.9695241935483871	0.9706209677419355	0.9776854838709678	0.9720483870967742	0.9739032258064516	0.9281048387096774	0.9119677419354839	0.8951451612903226	0.8913951612903226	0.8612177419354838	0.9666935483870968	0.9703306451612903	0.9708145161290322	0.9795564516129033	0.9553548387096774	0.9481693548387097	0.9615887096774194	0.9104677419354839	0.9850403225806451	0.9885887096774194	0.9869193548387096	0.9996451612903225	0.9774596774193548	0.9782741935483871	0.9788064516129032	0.9794435483870968	0.9803225806451613	0.9692419354838709	0.985241935483871	0.9798629032258065	0.9747258064516129	0.9774677419354839	0.9667741935483871	0.9607096774193549	0.9639677419354838	0.9598709677419355
T0_W_D_E_2	0.7092822580645162	0.3017661290322581	0.0	0.9598387096774194	0.9631693548387097	0.9634032258064517	0.9661209677419355	0.966983870967742	0.9721129032258065	0.9613145161290323	0.9764354838709678	0.9718306451612904	0.9700241935483871	0.9628467741935484	0.8573064516129032	0.8790806451612904	0.8714193548387097	0.8525725806451613	0.9573387096774194	0.9483306451612903	0.9605725806451613	0.9589032258064516	0.9736532258064516	0.9621774193548387	0.9644838709677419	0.957274193548387	0.9701532258064516	0.9703225806451613	0.9706290322580645	0.9486612903225806	0.8633064516129032	0.8789193548387096	0.8968870967741935	0.8673870967741936	0.795016129032258	0.8678951612903226	0.9833387096774193	0.9612822580645162	0.9537822580645161	0.9515403225806451	0.613741935483871	0.7634596774193548	0.6400322580645161	0.9587258064516129	0.9488548387096775	0.9556209677419355	0.9533548387096774	0.951	0.9561935483870968	0.7786129032258065	0.7534838709677419	0.7917016129032258	0.7454354838709677	0.6499112903225807	0.6914112903225806	0.9872822580645161	0.9907822580645161	0.9793145161290323	0.8977822580645162	0.9802822580645161	0.9827096774193549	0.9638790322580645	0.9886935483870968	0.9931209677419355	0.9877741935483871	0.9692016129032258	0.9680403225806452	0.9757983870967742	0.8580241935483871	0.9114354838709677	0.881991935483871	0.894233870967742	0.9789193548387097	0.9808548387096774	0.9787258064516129	0.9714354838709678	0.9698870967741936	0.9752177419354838	0.9889516129032258	0.9901209677419355	0.9624838709677419	0.9679435483870967	0.9669435483870967	0.9995	0.9994596774193548	0.9997177419354839	0.9807338709677419	0.9781532258064516	0.9654032258064517	0.9788709677419355	0.9702419354838709	0.9824354838709678	0.9715241935483871	0.9819032258064516	0.9890887096774194	0.9831532258064516	0.9893790322580646	0.9824032258064516	0.9529596774193548	0.8819758064516129	0.9902983870967742	0.9833225806451613	0.9560725806451613	0.8955241935483871	0.9966693548387097	0.8913387096774193	0.9754354838709678	0.9743064516129032	0.974008064516129	0.9856451612903225	0.9811774193548387	0.9685564516129033	0.9420564516129032	0.9375483870967742	0.9804677419354839	0.9756854838709678	0.9501532258064516	0.9692177419354838	0.9709677419354839	0.9780887096774193	0.9723467741935484	0.9752741935483871	0.9219435483870968	0.9079354838709678	0.8944677419354838	0.8872177419354839	0.8627741935483871	0.9679596774193548	0.9704032258064517	0.9712983870967742	0.9790725806451613	0.9567016129032258	0.9499193548387097	0.9649193548387097	0.9159112903225807	0.983	0.986766129032258	0.985524193548387	0.9996935483870968	0.9692741935483871	0.9698467741935484	0.9776774193548388	0.9792580645161291	0.978766129032258	0.9689758064516129	0.9840725806451613	0.9787177419354839	0.974516129032258	0.9774112903225807	0.9682338709677419	0.9589354838709677	0.9644838709677419	0.95975
T10_432_DAM_B_B_2	0.7952177419354839	0.9640161290322581	0.9598387096774194	0.0	0.3741774193548387	0.47875	0.42400806451612905	0.5564516129032258	0.42639516129032257	0.5213467741935484	0.8601129032258065	0.5341290322580645	0.5156290322580646	0.36866129032258066	0.7251451612903226	0.7689596774193549	0.7433548387096774	0.7636612903225807	0.46214516129032257	0.4191290322580645	0.4788709677419355	0.5017258064516129	0.6150161290322581	0.4119516129032258	0.5903629032258064	0.4124032258064516	0.5729596774193548	0.5793870967741935	0.5606612903225806	0.5373870967741935	0.7140322580645161	0.6936774193548387	0.7193629032258064	0.6960241935483871	0.9488951612903226	0.9232016129032258	0.8766451612903225	0.8106774193548387	0.7038467741935484	0.705741935483871	0.7849354838709678	0.7943387096774194	0.777258064516129	0.765491935483871	0.7955403225806451	0.6957741935483871	0.7583709677419355	0.7352016129032258	0.6218870967741935	0.820516129032258	0.8008225806451613	0.8072903225806451	0.8462338709677419	0.9338951612903226	0.9300241935483871	0.955274193548387	0.9330564516129032	0.949991935483871	0.9336854838709677	0.9661048387096774	0.9275403225806451	0.9176612903225806	0.9648064516129032	0.9258870967741936	0.9501290322580646	0.9405322580645161	0.9243225806451613	0.9292338709677419	0.9753951612903226	0.9283225806451613	0.9600725806451613	0.9564596774193549	0.9314274193548387	0.9575564516129033	0.9323790322580645	0.9199274193548387	0.9247822580645161	0.9323790322580645	0.9568225806451612	0.9426935483870967	0.883258064516129	0.8848709677419355	0.8835080645161291	0.9996129032258064	0.9994758064516129	0.99975	0.9481774193548387	0.9470403225806452	0.934491935483871	0.9303709677419355	0.9667983870967742	0.9689596774193548	0.9329596774193548	0.9052177419354839	0.9389435483870968	0.8997258064516129	0.9738467741935484	0.9201048387096774	0.9471290322580646	0.959508064516129	0.9659596774193548	0.9311290322580645	0.8801290322580645	0.9321612903225807	0.9965483870967742	0.9760564516129032	0.9078548387096774	0.8821129032258065	0.968508064516129	0.9705967741935484	0.9686209677419355	0.9444193548387096	0.9494838709677419	0.9650806451612903	0.9839112903225806	0.9683145161290323	0.9751693548387097	0.9800241935483871	0.9349919354838709	0.9356290322580645	0.9352983870967742	0.9761935483870968	0.9708467741935484	0.9739354838709677	0.9677741935483871	0.9623548387096774	0.9837983870967741	0.9769596774193549	0.9747983870967742	0.9757822580645161	0.9707741935483871	0.9346693548387097	0.9458629032258065	0.9364516129032258	0.9824677419354839	0.9757741935483871	0.9858951612903226	0.9735241935483872	0.9997016129032258	0.954983870967742	0.9688709677419355	0.97775	0.9797983870967742	0.9761048387096775	0.9742096774193548	0.9802096774193548	0.9797983870967742	0.9415645161290322	0.9418870967741936	0.9306774193548387	0.9419354838709677	0.9451048387096774	0.9410322580645162
T10_432_DAM_B_C_2	0.8361854838709677	0.9696290322580645	0.9631693548387097	0.3741774193548387	0.0	0.4798306451612903	0.42456451612903223	0.39930645161290323	0.4849758064516129	0.4071290322580645	0.8268467741935484	0.5178387096774194	0.5031370967741935	0.4111693548387097	0.6642096774193549	0.7295564516129033	0.752258064516129	0.7736209677419355	0.43740322580645163	0.3319677419354839	0.4443870967741935	0.40746774193548385	0.5485645161290322	0.40595967741935485	0.5143225806451613	0.4056370967741936	0.4911048387096774	0.583	0.48081451612903225	0.45607258064516126	0.691758064516129	0.6532661290322581	0.6830483870967742	0.6500887096774194	0.9586935483870968	0.9520564516129032	0.9289677419354839	0.8232096774193548	0.7589677419354839	0.7621935483870967	0.829983870967742	0.8455645161290323	0.8308064516129032	0.761991935483871	0.8128064516129032	0.7566209677419354	0.7381612903225806	0.7271048387096775	0.6369677419354839	0.86175	0.837733870967742	0.853758064516129	0.8392822580645162	0.9546532258064516	0.9460564516129032	0.9586290322580645	0.9597822580645161	0.9533467741935484	0.9706612903225806	0.960991935483871	0.9626612903225806	0.9417096774193549	0.9677983870967742	0.9493629032258064	0.9518467741935484	0.9441048387096774	0.9442419354838709	0.949274193548387	0.976508064516129	0.9612983870967742	0.9649758064516128	0.9656209677419355	0.946516129032258	0.9628629032258065	0.9463387096774194	0.9495322580645161	0.9545241935483871	0.9556129032258065	0.9675887096774194	0.9611612903225807	0.9661370967741936	0.9661935483870968	0.9659435483870967	0.9994838709677419	0.9994435483870968	0.9997741935483871	0.9639274193548387	0.9696532258064516	0.9583870967741935	0.9545	0.9730806451612903	0.976508064516129	0.9573548387096774	0.9321290322580645	0.9682016129032258	0.9245725806451612	0.9827258064516129	0.9413709677419355	0.9667258064516129	0.9656290322580645	0.9756532258064516	0.9548548387096775	0.9624112903225807	0.9610080645161291	0.9973709677419355	0.9780887096774193	0.9300483870967742	0.9654838709677419	0.9751693548387097	0.9785322580645162	0.9770806451612903	0.9666693548387096	0.9702177419354838	0.9728629032258065	0.9834032258064516	0.9757338709677419	0.9735725806451613	0.9841129032258065	0.9584274193548387	0.9592419354838709	0.9604838709677419	0.9770806451612903	0.9726209677419355	0.9729596774193549	0.9725645161290323	0.9667016129032258	0.9838870967741935	0.9811612903225806	0.9714596774193548	0.9758951612903226	0.9725	0.9560161290322581	0.9657741935483871	0.9595806451612903	0.9823306451612903	0.9824274193548387	0.9877096774193549	0.9797903225806451	0.9998467741935484	0.9750967741935483	0.9739435483870967	0.9803709677419354	0.9832096774193548	0.9724838709677419	0.9815322580645162	0.9775806451612903	0.9777983870967742	0.9626209677419355	0.9656532258064516	0.9539032258064516	0.9606290322580645	0.9665322580645161	0.9611774193548387
T10_432_DAM_B_D_2	0.8234758064516129	0.9676209677419355	0.9634032258064517	0.47875	0.4798306451612903	0.0	0.29223387096774195	0.3924354838709677	0.31841129032258064	0.5392822580645161	0.835516129032258	0.41504032258064516	0.3725806451612903	0.33703225806451614	0.6851048387096774	0.6516209677419355	0.6931854838709678	0.6681532258064516	0.6580564516129033	0.4750725806451613	0.4218064516129032	0.4514758064516129	0.4570806451612903	0.5381370967741935	0.40769354838709676	0.5424112903225806	0.4051290322580645	0.4966774193548387	0.4274596774193548	0.4259758064516129	0.682491935483871	0.63875	0.6198548387096774	0.59725	0.9659274193548387	0.9684274193548387	0.919483870967742	0.8607016129032258	0.8266370967741935	0.8306290322580645	0.8062903225806451	0.8503064516129032	0.7708467741935484	0.8470564516129032	0.8031209677419355	0.7029112903225806	0.7723467741935484	0.7966129032258065	0.6348306451612903	0.8526209677419355	0.8171451612903226	0.8642096774193548	0.8406370967741935	0.9545806451612904	0.9585806451612903	0.9636693548387096	0.9641048387096774	0.9567983870967742	0.9734193548387097	0.9636532258064516	0.9637096774193549	0.951266129032258	0.9714112903225807	0.9735403225806452	0.9659354838709677	0.9489112903225806	0.9545564516129033	0.9541048387096774	0.9784677419354839	0.9694435483870968	0.9687903225806451	0.96475	0.9668951612903226	0.9671290322580646	0.9666532258064516	0.9510564516129032	0.9577661290322581	0.9549435483870967	0.9674032258064517	0.9679677419354838	0.9725725806451613	0.9734354838709678	0.9741370967741936	0.9992661290322581	0.9991290322580645	0.9994919354838709	0.9660161290322581	0.9683225806451613	0.9622338709677419	0.9601693548387097	0.9704758064516129	0.9725564516129033	0.9587822580645161	0.952258064516129	0.9619112903225806	0.9546774193548387	0.9778790322580645	0.957733870967742	0.9628548387096775	0.9657903225806451	0.9692822580645162	0.9613709677419355	0.958508064516129	0.9639112903225806	0.9975483870967742	0.9750564516129032	0.9513145161290323	0.9748709677419355	0.9784112903225807	0.9824838709677419	0.9839354838709677	0.9750725806451613	0.9759677419354839	0.9798548387096774	0.9854354838709677	0.978524193548387	0.9803790322580646	0.9876693548387097	0.9761129032258065	0.9752741935483871	0.97375	0.9844274193548387	0.9795967741935484	0.9793145161290323	0.9789596774193549	0.9760403225806452	0.9819596774193549	0.9829032258064516	0.9804193548387097	0.9783548387096774	0.981225806451613	0.9704838709677419	0.9757983870967742	0.9714596774193548	0.9828790322580645	0.9820645161290322	0.9881612903225806	0.9833225806451613	0.9991209677419355	0.9814193548387097	0.9799516129032259	0.9808225806451613	0.9852983870967742	0.9798709677419355	0.9831854838709677	0.981516129032258	0.9837822580645161	0.9749274193548387	0.973991935483871	0.9714435483870968	0.9724919354838709	0.9754193548387097	0.9750161290322581
T10_432_DAM_B_E_2	0.8301129032258064	0.9708548387096774	0.9661209677419355	0.42400806451612905	0.42456451612903223	0.29223387096774195	0.0	0.37098387096774194	0.39964516129032257	0.5710725806451613	0.8631129032258065	0.4128790322580645	0.33811290322580645	0.2972661290322581	0.7028629032258065	0.6965645161290323	0.7252580645161291	0.7018790322580645	0.5850161290322581	0.4234758064516129	0.43949193548387094	0.4284516129032258	0.47075	0.42424193548387096	0.43683870967741933	0.4785322580645161	0.4717903225806452	0.459008064516129	0.3864677419354839	0.40450806451612903	0.7115725806451613	0.6516209677419355	0.6666774193548387	0.6426693548387097	0.9614354838709678	0.9754596774193548	0.9112338709677419	0.9014032258064516	0.8197096774193549	0.8383387096774193	0.8198870967741936	0.8391451612903226	0.8031774193548387	0.8885161290322581	0.8739354838709678	0.8031693548387097	0.7929838709677419	0.8234274193548388	0.685	0.8741532258064516	0.8459354838709677	0.8738145161290323	0.8724274193548387	0.9477822580645161	0.9540483870967742	0.9646209677419355	0.9659032258064516	0.9525241935483871	0.9794919354838709	0.9672983870967742	0.9676370967741935	0.9476854838709677	0.9698387096774194	0.981508064516129	0.9673225806451613	0.9462419354838709	0.9519112903225806	0.9505483870967741	0.9817903225806451	0.9692822580645162	0.9717096774193549	0.9603387096774193	0.9696774193548388	0.9689596774193548	0.9696854838709678	0.9434032258064516	0.9516532258064516	0.9481048387096774	0.9725967741935484	0.9730483870967742	0.974741935483871	0.9748870967741935	0.9746129032258064	0.9997096774193548	0.9994516129032258	0.9996854838709678	0.9718225806451612	0.9724919354838709	0.9583145161290323	0.9558306451612903	0.968758064516129	0.9704516129032258	0.9520564516129032	0.9481935483870968	0.9668548387096774	0.9518951612903226	0.9725725806451613	0.9494274193548388	0.9683870967741935	0.9630080645161291	0.9702177419354838	0.9561209677419354	0.9694112903225807	0.9651290322580646	0.9985645161290323	0.9710161290322581	0.94725	0.9751048387096775	0.9801048387096775	0.979225806451613	0.9824274193548387	0.9663145161290323	0.9683790322580645	0.9763790322580645	0.985	0.9798709677419355	0.9800322580645161	0.9845645161290323	0.9696048387096774	0.9689758064516129	0.9651854838709677	0.9799677419354839	0.9756854838709678	0.9758629032258065	0.9747983870967742	0.9723225806451613	0.9818064516129033	0.9823709677419354	0.9800967741935483	0.9756532258064516	0.9825725806451613	0.9605967741935484	0.9675	0.9631532258064516	0.978741935483871	0.9864838709677419	0.9892903225806452	0.9843790322580646	0.9993225806451613	0.9778790322580645	0.9766290322580645	0.9841370967741936	0.9868951612903226	0.9831693548387097	0.9823951612903226	0.982516129032258	0.985241935483871	0.9661854838709677	0.9656451612903226	0.9656209677419355	0.9652741935483871	0.9669193548387097	0.9667822580645161
T10_432_DAM_B_F_2	0.8466209677419355	0.9705564516129033	0.966983870967742	0.5564516129032258	0.39930645161290323	0.3924354838709677	0.37098387096774194	0.0	0.4563225806451613	0.45171774193548386	0.7451693548387097	0.5376774193548387	0.420491935483871	0.42043548387096774	0.6635483870967742	0.6427096774193548	0.7053387096774194	0.6927016129032258	0.642475806451613	0.4530241935483871	0.4719758064516129	0.44464516129032255	0.3985564516129032	0.4752016129032258	0.37316935483870967	0.5292903225806451	0.4600887096774193	0.4169838709677419	0.37786290322580646	0.4716693548387097	0.6809435483870968	0.6281451612903226	0.6261451612903226	0.5751532258064516	0.95875	0.9656451612903226	0.9332903225806451	0.8485887096774194	0.8026693548387097	0.8205806451612904	0.8348225806451612	0.8610967741935484	0.7947096774193548	0.7980564516129032	0.8162177419354839	0.7007016129032259	0.6597903225806452	0.6915241935483871	0.6239354838709678	0.8704919354838709	0.8366129032258065	0.874233870967742	0.8053951612903226	0.9556854838709677	0.9396612903225806	0.934741935483871	0.9338629032258065	0.9355161290322581	0.967	0.9421290322580645	0.9476774193548387	0.9465322580645161	0.9507177419354839	0.9651290322580646	0.9431451612903226	0.9284435483870968	0.9347096774193548	0.9333145161290323	0.9718790322580645	0.9671209677419355	0.9666290322580645	0.9671290322580646	0.9590564516129032	0.9438629032258065	0.9577096774193549	0.9346451612903226	0.9421774193548387	0.9426854838709677	0.958274193548387	0.9402983870967742	0.9684758064516129	0.9701209677419355	0.9706451612903226	0.9993387096774193	0.9991532258064516	0.9995161290322581	0.957258064516129	0.9598145161290322	0.952274193548387	0.9448629032258065	0.9605806451612903	0.9532096774193548	0.9523709677419355	0.9367016129032258	0.9489354838709677	0.9305967741935484	0.9744516129032258	0.9376370967741936	0.9591935483870968	0.9585241935483871	0.9659516129032258	0.9490483870967742	0.9687016129032258	0.9669435483870967	0.9975241935483871	0.9740403225806452	0.9332903225806451	0.9711935483870968	0.9735967741935484	0.9764919354838709	0.9788306451612904	0.9734274193548387	0.9751532258064516	0.9799354838709677	0.9799435483870967	0.9738951612903226	0.9731370967741936	0.9802177419354838	0.9732258064516129	0.9722741935483871	0.9711048387096775	0.9768790322580645	0.9800806451612903	0.9796612903225806	0.9800483870967742	0.975241935483871	0.9786693548387096	0.9773306451612903	0.9721612903225807	0.9713709677419354	0.974983870967742	0.9677903225806451	0.9724112903225807	0.9686048387096774	0.9780967741935483	0.9799193548387096	0.9841774193548387	0.976008064516129	0.9993790322580646	0.9816532258064516	0.9804758064516129	0.9783064516129032	0.9804838709677419	0.9757096774193549	0.9785725806451613	0.9759193548387097	0.9775806451612903	0.9711451612903226	0.9716129032258064	0.9658387096774194	0.9686370967741935	0.9729032258064516	0.9713387096774193
